case,process,order,variant,batch,sample,event_us,host_us
n65536_q32_r300,4,AB,A,1,73,236.416,242.813
n65536_q32_r300,4,AB,A,1,74,236.35199,242.896
n65536_q32_r300,4,AB,A,1,75,235.199997,241.673
n65536_q32_r300,4,AB,A,1,76,234.815994,241.791
n65536_q32_r300,4,AB,A,1,77,236.479996,242.892
n65536_q32_r300,4,AB,A,1,78,235.936005,243.898
n65536_q32_r300,4,AB,A,1,79,236.128006,242.621
n65536_q32_r300,4,AB,A,1,80,235.328003,241.764
n65536_q32_r300,4,AB,A,1,81,236.384003,242.806
n65536_q32_r300,4,AB,A,1,82,235.423996,241.848
n65536_q32_r300,4,AB,A,1,83,236.159988,242.653
n65536_q32_r300,4,AB,A,1,84,236.320007,242.768
n65536_q32_r300,4,AB,A,1,85,235.29599,241.783
n65536_q32_r300,4,AB,A,1,86,236.35199,243.023
n65536_q32_r300,4,AB,A,1,87,235.007996,241.512
n65536_q32_r300,4,AB,A,1,88,236.384003,242.801
n65536_q32_r300,4,AB,A,1,89,235.264008,241.734
n65536_q32_r300,4,AB,A,1,90,236.287994,242.762
n65536_q32_r300,4,AB,A,1,91,235.167999,241.808
n65536_q32_r300,4,AB,A,1,92,234.751999,241.661
n65536_q32_r300,4,AB,A,1,93,236.255997,242.688
n65536_q32_r300,4,AB,A,1,94,235.391998,241.916
n65536_q32_r300,4,AB,A,1,95,236.479996,242.904
n65536_q32_r300,4,AB,A,1,96,237.503998,243.741
n65536_q32_r300,4,AB,A,1,97,236.255997,242.737
n65536_q32_r300,4,AB,A,1,98,235.199997,241.692
n65536_q32_r300,4,AB,A,1,99,236.35199,242.999
n65536_q32_r300,4,AB,A,64,0,231.60849,231.714078
n65536_q32_r300,4,AB,A,64,1,231.697495,231.804359
n65536_q32_r300,4,AB,A,64,2,231.667999,231.773
n65536_q32_r300,4,AB,A,64,3,231.765488,231.87175
n65536_q32_r300,4,AB,A,64,4,231.667511,231.777703
n65536_q32_r300,4,AB,A,64,5,231.870987,231.976969
n65536_q32_r300,4,AB,A,64,6,231.733505,231.840859
n65536_q32_r300,4,AB,A,64,7,231.635498,231.741516
n65536_q32_r300,4,AB,A,64,8,231.66301,231.777359
n65536_q32_r300,4,AB,A,64,9,231.766998,231.881031
n65536_q32_r300,4,AB,A,64,10,231.76799,231.884625
n65536_q32_r300,4,AB,A,64,11,231.599487,231.708313
n65536_q32_r300,4,AB,A,64,12,231.712997,231.817438
n65536_q32_r300,4,AB,A,64,13,231.653503,231.746156
n65536_q32_r300,4,AB,A,64,14,231.664993,231.75575
n65536_q32_r300,4,AB,A,64,15,231.586502,231.692187
n65536_q32_r300,4,AB,A,64,16,231.639511,231.746594
n65536_q32_r300,4,AB,A,64,17,231.617493,231.726734
n65536_q32_r300,4,AB,A,64,18,231.714508,231.821641
n65536_q32_r300,4,AB,A,64,19,231.680496,231.788672
n65536_q32_r300,4,AB,B,1,0,210.656006,218.983
n65536_q32_r300,4,AB,B,1,1,207.519989,214.116
n65536_q32_r300,4,AB,B,1,2,205.983994,212.731
n65536_q32_r300,4,AB,B,1,3,210.335999,216.969
n65536_q32_r300,4,AB,B,1,4,210.559998,217.437
n65536_q32_r300,4,AB,B,1,5,213.184006,219.682
n65536_q32_r300,4,AB,B,1,6,208.416,214.977
n65536_q32_r300,4,AB,B,1,7,210.687988,217.107
n65536_q32_r300,4,AB,B,1,8,208.447998,215.099
n65536_q32_r300,4,AB,B,1,9,206.496002,213.188
n65536_q32_r300,4,AB,B,1,10,211.136002,217.568
n65536_q32_r300,4,AB,B,1,11,208.031998,214.935
n65536_q32_r300,4,AB,B,1,12,208.639999,214.976
n65536_q32_r300,4,AB,B,1,13,208.511993,215.315
n65536_q32_r300,4,AB,B,1,14,208.863998,215.627
n65536_q32_r300,4,AB,B,1,15,208.639999,215.155
n65536_q32_r300,4,AB,B,1,16,208.671997,215.148
n65536_q32_r300,4,AB,B,1,17,208.575989,215.119
n65536_q32_r300,4,AB,B,1,18,210.687988,217.356
n65536_q32_r300,4,AB,B,1,19,208.256012,214.73
n65536_q32_r300,4,AB,B,1,20,210.656006,216.261
n65536_q32_r300,4,AB,B,1,21,209.376007,213.91
n65536_q32_r300,4,AB,B,1,22,209.376007,214.948
n65536_q32_r300,4,AB,B,1,23,211.615997,216.346
n65536_q32_r300,4,AB,B,1,24,212.160004,217.706
n65536_q32_r300,4,AB,B,1,25,209.087997,215.012
n65536_q32_r300,4,AB,B,1,26,208.671997,215.066
n65536_q32_r300,4,AB,B,1,27,208.384003,214.388
n65536_q32_r300,4,AB,B,1,28,209.984009,216.479
n65536_q32_r300,4,AB,B,1,29,208.736008,215.238
n65536_q32_r300,4,AB,B,1,30,209.695999,216.142
n65536_q32_r300,4,AB,B,1,31,212.735992,219.343
n65536_q32_r300,4,AB,B,1,32,209.792007,216.382
n65536_q32_r300,4,AB,B,1,33,213.311996,219.742
n65536_q32_r300,4,AB,B,1,34,210.783997,217.133
n65536_q32_r300,4,AB,B,1,35,208.608002,215.111
n65536_q32_r300,4,AB,B,1,36,208.544006,215.169
n65536_q32_r300,4,AB,B,1,37,210.272003,216.666
n65536_q32_r300,4,AB,B,1,38,210.687988,217.149
n65536_q32_r300,4,AB,B,1,39,206.688004,213.121
n65536_q32_r300,4,AB,B,1,40,208.608002,215.044
n65536_q32_r300,4,AB,B,1,41,210.656006,217.38
n65536_q32_r300,4,AB,B,1,42,210.272003,216.721
n65536_q32_r300,4,AB,B,1,43,208.76799,215.116
n65536_q32_r300,4,AB,B,1,44,208.736008,215.067
n65536_q32_r300,4,AB,B,1,45,211.807999,218.258
n65536_q32_r300,4,AB,B,1,46,209.600006,216.17
n65536_q32_r300,4,AB,B,1,47,208.287994,214.699
n65536_q32_r300,4,AB,B,1,48,210.656006,217.214
n65536_q32_r300,4,AB,B,1,49,208.608002,215.019
n65536_q32_r300,4,AB,B,1,50,208.608002,215.453
n65536_q32_r300,4,AB,B,1,51,208.160004,214.751
n65536_q32_r300,4,AB,B,1,52,206.624008,213.02
n65536_q32_r300,4,AB,B,1,53,210.751999,217.251
n65536_q32_r300,4,AB,B,1,54,208.608002,215.019
n65536_q32_r300,4,AB,B,1,55,208.800003,215.443
n65536_q32_r300,4,AB,B,1,56,208.256012,214.714
n65536_q32_r300,4,AB,B,1,57,209.727997,216.107
n65536_q32_r300,4,AB,B,1,58,210.687988,217.122
n65536_q32_r300,4,AB,B,1,59,207.519989,214.257
n65536_q32_r300,4,AB,B,1,60,209.792007,216.63
n65536_q32_r300,4,AB,B,1,61,208.703995,215.138
n65536_q32_r300,4,AB,B,1,62,206.624008,213.048
n65536_q32_r300,4,AB,B,1,63,206.624008,213.173
n65536_q32_r300,4,AB,B,1,64,207.839996,214.291
n65536_q32_r300,4,AB,B,1,65,212.608002,219.15
n65536_q32_r300,4,AB,B,1,66,208.511993,215.011
n65536_q32_r300,4,AB,B,1,67,208.544006,215.035
n65536_q32_r300,4,AB,B,1,68,206.591995,213.026
n65536_q32_r300,4,AB,B,1,69,208.736008,215.345
n65536_q32_r300,4,AB,B,1,70,210.559998,216.945
n65536_q32_r300,4,AB,B,1,71,208.671997,215.244
n65536_q32_r300,4,AB,B,1,72,208.608002,215.121
n65536_q32_r300,4,AB,B,1,73,208.671997,215.323
n65536_q32_r300,4,AB,B,1,74,210.431992,216.906
n65536_q32_r300,4,AB,B,1,75,207.807999,213.993
n65536_q32_r300,4,AB,B,1,76,208.76799,215.122
n65536_q32_r300,4,AB,B,1,77,208.544006,214.997
n65536_q32_r300,4,AB,B,1,78,208.671997,215.223
n65536_q32_r300,4,AB,B,1,79,208.479996,214.901
n65536_q32_r300,4,AB,B,1,80,208.511993,215.122
n65536_q32_r300,4,AB,B,1,81,212.70401,219.061
n65536_q32_r300,4,AB,B,1,82,210.720001,217.064
n65536_q32_r300,4,AB,B,1,83,212.863998,219.144
n65536_q32_r300,4,AB,B,1,84,208.671997,215.039
n65536_q32_r300,4,AB,B,1,85,206.624008,212.154
n65536_q32_r300,4,AB,B,1,86,208.479996,214.149
n65536_q32_r300,4,AB,B,1,87,214.720001,220.296
n65536_q32_r300,4,AB,B,1,88,211.455994,216.96
n65536_q32_r300,4,AB,B,1,89,216.863998,223.416
n65536_q32_r300,4,AB,B,1,90,221.824005,227.229
n65536_q32_r300,4,AB,B,1,91,221.919998,228.429
n65536_q32_r300,4,AB,B,1,92,222.463989,229.567
n65536_q32_r300,4,AB,B,1,93,223.008011,229.37
n65536_q32_r300,4,AB,B,1,94,220.768005,227.273
n65536_q32_r300,4,AB,B,1,95,214.847992,221.336
n65536_q32_r300,4,AB,B,1,96,212.576004,219.225
n65536_q32_r300,4,AB,B,1,97,216.671997,222.171
n65536_q32_r300,4,AB,B,1,98,217.535995,223.083
n65536_q32_r300,4,AB,B,1,99,214.81601,221.224
n65536_q32_r300,4,AB,B,64,0,212.617508,212.723187
n65536_q32_r300,4,AB,B,64,1,212.527008,212.634203
n65536_q32_r300,4,AB,B,64,2,212.547501,212.653766
n65536_q32_r300,4,AB,B,64,3,212.337494,212.444813
n65536_q32_r300,4,AB,B,64,4,212.496506,212.602047
n65536_q32_r300,4,AB,B,64,5,212.616989,212.723047
n65536_q32_r300,4,AB,B,64,6,212.259995,212.365828
n65536_q32_r300,4,AB,B,64,7,212.516495,212.608406
n65536_q32_r300,4,AB,B,64,8,212.321503,212.428266
n65536_q32_r300,4,AB,B,64,9,212.3535,212.461781
n65536_q32_r300,4,AB,B,64,10,212.276993,212.383125
n65536_q32_r300,4,AB,B,64,11,212.432999,212.524078
n65536_q32_r300,4,AB,B,64,12,212.210999,212.286703
n65536_q32_r300,4,AB,B,64,13,212.739502,212.829719
n65536_q32_r300,4,AB,B,64,14,212.6595,212.765141
n65536_q32_r300,4,AB,B,64,15,212.468994,212.573625
n65536_q32_r300,4,AB,B,64,16,212.744507,212.848688
n65536_q32_r300,4,AB,B,64,17,212.388504,212.49325
n65536_q32_r300,4,AB,B,64,18,212.293503,212.401328
n65536_q32_r300,4,AB,B,64,19,212.335495,212.441797
n65536_q32_r300,5,BA,B,1,0,218.720001,234.909
n65536_q32_r300,5,BA,B,1,1,212.800003,220.069
n65536_q32_r300,5,BA,B,1,2,213.791992,220.558
n65536_q32_r300,5,BA,B,1,3,214.432007,221.233
n65536_q32_r300,5,BA,B,1,4,215.136002,221.75
n65536_q32_r300,5,BA,B,1,5,212.320007,218.97
n65536_q32_r300,5,BA,B,1,6,215.200012,221.612
n65536_q32_r300,5,BA,B,1,7,210.528,217.03
n65536_q32_r300,5,BA,B,1,8,221.664001,228.114
n65536_q32_r300,5,BA,B,1,9,214.591995,221.164
n65536_q32_r300,5,BA,B,1,10,212.543991,219.047
n65536_q32_r300,5,BA,B,1,11,214.080002,220.865
n65536_q32_r300,5,BA,B,1,12,214.208008,221.277
n65536_q32_r300,5,BA,B,1,13,215.423996,220.995
n65536_q32_r300,5,BA,B,1,14,213.472,219.142
n65536_q32_r300,5,BA,B,1,15,213.248001,218.112
n65536_q32_r300,5,BA,B,1,16,216.383987,221.017
n65536_q32_r300,5,BA,B,1,17,219.456009,224.275
n65536_q32_r300,5,BA,B,1,18,214.432007,220.032
n65536_q32_r300,5,BA,B,1,19,214.304001,219.036
n65536_q32_r300,5,BA,B,1,20,213.568008,218.125
n65536_q32_r300,5,BA,B,1,21,215.968002,222.327
n65536_q32_r300,5,BA,B,1,22,213.40799,218.919
n65536_q32_r300,5,BA,B,1,23,214.591995,221.056
n65536_q32_r300,5,BA,B,1,24,214.751999,221.235
n65536_q32_r300,5,BA,B,1,25,212.576004,219.094
n65536_q32_r300,5,BA,B,1,26,212.70401,219.17
n65536_q32_r300,5,BA,B,1,27,214.208008,221.034
n65536_q32_r300,5,BA,B,1,28,214.655991,220.169
n65536_q32_r300,5,BA,B,1,29,213.280014,218.128
n65536_q32_r300,5,BA,B,1,30,213.503998,218.19
n65536_q32_r300,5,BA,B,1,31,213.184006,218.809
n65536_q32_r300,5,BA,B,1,32,212.671997,219.085
n65536_q32_r300,5,BA,B,1,33,218.656006,224.259
n65536_q32_r300,5,BA,B,1,34,212.800003,219.135
n65536_q32_r300,5,BA,B,1,35,212.639999,219.224
n65536_q32_r300,5,BA,B,1,36,214.591995,221.144
n65536_q32_r300,5,BA,B,1,37,212.639999,219.187
n65536_q32_r300,5,BA,B,1,38,214.591995,221.067
n65536_q32_r300,5,BA,B,1,39,213.888,219.445
n65536_q32_r300,5,BA,B,1,40,215.423996,220.897
n65536_q32_r300,5,BA,B,1,41,213.76001,220.199
n65536_q32_r300,5,BA,B,1,42,214.624008,221.056
n65536_q32_r300,5,BA,B,1,43,214.591995,221.148
n65536_q32_r300,5,BA,B,1,44,214.335999,221.406
n65536_q32_r300,5,BA,B,1,45,214.591995,220.954
n65536_q32_r300,5,BA,B,1,46,214.751999,221.12
n65536_q32_r300,5,BA,B,1,47,212.768005,219.169
n65536_q32_r300,5,BA,B,1,48,216.832001,223.413
n65536_q32_r300,5,BA,B,1,49,213.472,220.064
n65536_q32_r300,5,BA,B,1,50,212.639999,219.045
n65536_q32_r300,5,BA,B,1,51,212.768005,219.164
n65536_q32_r300,5,BA,B,1,52,213.791992,220.214
n65536_q32_r300,5,BA,B,1,53,216.76799,223.463
n65536_q32_r300,5,BA,B,1,54,216.352005,222.97
n65536_q32_r300,5,BA,B,1,55,214.624008,221.073
n65536_q32_r300,5,BA,B,1,56,212.800003,219.277
n65536_q32_r300,5,BA,B,1,57,214.688004,221.465
n65536_q32_r300,5,BA,B,1,58,216.416,222.943
n65536_q32_r300,5,BA,B,1,59,214.335999,221.239
n65536_q32_r300,5,BA,B,1,60,212.608002,219.186
n65536_q32_r300,5,BA,B,1,61,212.608002,219.109
n65536_q32_r300,5,BA,B,1,62,212.639999,219.144
n65536_q32_r300,5,BA,B,1,63,212.671997,219.161
n65536_q32_r300,5,BA,B,1,64,214.720001,221.153
n65536_q32_r300,5,BA,B,1,65,212.608002,219.116
n65536_q32_r300,5,BA,B,1,66,212.70401,219.325
n65536_q32_r300,5,BA,B,1,67,212.576004,219.021
n65536_q32_r300,5,BA,B,1,68,214.432007,221.132
n65536_q32_r300,5,BA,B,1,69,213.599991,220.043
n65536_q32_r300,5,BA,B,1,70,212.543991,219.01
n65536_q32_r300,5,BA,B,1,71,211.679993,218.286
n65536_q32_r300,5,BA,B,1,72,214.463989,221.031
n65536_q32_r300,5,BA,B,1,73,214.783997,221.263
n65536_q32_r300,5,BA,B,1,74,216.76799,223.236
n65536_q32_r300,5,BA,B,1,75,212.608002,219.286
n65536_q32_r300,5,BA,B,1,76,211.871994,218.96
n65536_q32_r300,5,BA,B,1,77,213.664001,220.088
n65536_q32_r300,5,BA,B,1,78,210.591995,217.044
n65536_q32_r300,5,BA,B,1,79,214.688004,221.148
n65536_q32_r300,5,BA,B,1,80,212.479996,219.18
n65536_q32_r300,5,BA,B,1,81,212.479996,218.998
n65536_q32_r300,5,BA,B,1,82,212.384003,220.16
n65536_q32_r300,5,BA,B,1,83,214.655991,221.177
n65536_q32_r300,5,BA,B,1,84,212.671997,219.256
n65536_q32_r300,5,BA,B,1,85,212.35199,219.031
n65536_q32_r300,5,BA,B,1,86,214.81601,221.138
n65536_q32_r300,5,BA,B,1,87,212.671997,219.15
n65536_q32_r300,5,BA,B,1,88,214.847992,221.21
n65536_q32_r300,5,BA,B,1,89,214.81601,221.394
n65536_q32_r300,5,BA,B,1,90,214.559998,221.003
n65536_q32_r300,5,BA,B,1,91,212.063995,219.039
n65536_q32_r300,5,BA,B,1,92,212.671997,218.106
n65536_q32_r300,5,BA,B,1,93,211.328003,217.357
n65536_q32_r300,5,BA,B,1,94,219.231995,225.216
n65536_q32_r300,5,BA,B,1,95,212.608002,218.039
n65536_q32_r300,5,BA,B,1,96,213.856003,219.181
n65536_q32_r300,5,BA,B,1,97,212.576004,219.042
n65536_q32_r300,5,BA,B,1,98,212.768005,219.349
n65536_q32_r300,5,BA,B,1,99,212.512009,218.96
n65536_q32_r300,5,BA,B,64,0,212.410995,212.522812
n65536_q32_r300,5,BA,B,64,1,212.395004,212.510781
n65536_q32_r300,5,BA,B,64,2,212.800003,212.906672
n65536_q32_r300,5,BA,B,64,3,212.498505,212.604813
n65536_q32_r300,5,BA,B,64,4,212.552994,212.668156
n65536_q32_r300,5,BA,B,64,5,212.524506,212.620359
n65536_q32_r300,5,BA,B,64,6,212.419495,212.508609
n65536_q32_r300,5,BA,B,64,7,212.405502,212.509766
n65536_q32_r300,5,BA,B,64,8,212.628998,212.734016
n65536_q32_r300,5,BA,B,64,9,212.660507,212.765531
n65536_q32_r300,5,BA,B,64,10,212.548996,212.656813
n65536_q32_r300,5,BA,B,64,11,212.5215,212.633797
n65536_q32_r300,5,BA,B,64,12,212.834503,212.944109
n65536_q32_r300,5,BA,B,64,13,212.584,212.693172
n65536_q32_r300,5,BA,B,64,14,212.614502,212.720438
n65536_q32_r300,5,BA,B,64,15,212.48201,212.587734
n65536_q32_r300,5,BA,B,64,16,212.531509,212.638266
n65536_q32_r300,5,BA,B,64,17,212.486511,212.592563
n65536_q32_r300,5,BA,B,64,18,212.787491,212.893141
n65536_q32_r300,5,BA,B,64,19,212.304504,212.415875
n65536_q32_r300,5,BA,A,1,0,237.343994,245.535
n65536_q32_r300,5,BA,A,1,1,236.831985,244.377
n65536_q32_r300,5,BA,A,1,2,236.639999,244.051
n65536_q32_r300,5,BA,A,1,3,235.936005,243.337
n65536_q32_r300,5,BA,A,1,4,236.576004,244.019
n65536_q32_r300,5,BA,A,1,5,237.440002,244.37
n65536_q32_r300,5,BA,A,1,6,237.279999,244.191
n65536_q32_r300,5,BA,A,1,7,237.023987,243.632
n65536_q32_r300,5,BA,A,1,8,236.735992,241.848
n65536_q32_r300,5,BA,A,1,9,236.159988,241.242
n65536_q32_r300,5,BA,A,1,10,236.223999,241.226
n65536_q32_r300,5,BA,A,1,11,236.128006,241.576
n65536_q32_r300,5,BA,A,1,12,237.664001,242.745
n65536_q32_r300,5,BA,A,1,13,236.223999,241.265
n65536_q32_r300,5,BA,A,1,14,236.255997,241.266
n65536_q32_r300,5,BA,A,1,15,236.384003,242.629
n65536_q32_r300,5,BA,A,1,16,236.608002,243.785
n65536_q32_r300,5,BA,A,1,17,235.584,242.442
n65536_q32_r300,5,BA,A,1,18,236.671997,243.507
n65536_q32_r300,5,BA,A,1,19,234.175995,240.882
n65536_q32_r300,5,BA,A,1,20,235.776001,242.444
n65536_q32_r300,5,BA,A,1,21,235.039993,240.666
n65536_q32_r300,5,BA,A,1,22,234.975998,239.636
n65536_q32_r300,5,BA,A,1,23,235.167999,240.078
n65536_q32_r300,5,BA,A,1,24,234.656006,240.18
n65536_q32_r300,5,BA,A,1,25,234.175995,240.562
n65536_q32_r300,5,BA,A,1,26,235.328003,241.735
n65536_q32_r300,5,BA,A,1,27,235.679993,241.953
n65536_q32_r300,5,BA,A,1,28,235.903992,242.445
n65536_q32_r300,5,BA,A,1,29,235.167999,241.696
n65536_q32_r300,5,BA,A,1,30,235.328003,241.793
n65536_q32_r300,5,BA,A,1,31,235.29599,241.77
n65536_q32_r300,5,BA,A,1,32,235.103989,240.62
n65536_q32_r300,5,BA,A,1,33,234.944,240.529
n65536_q32_r300,5,BA,A,1,34,234.112,240.646
n65536_q32_r300,5,BA,A,1,35,235.103989,267.087
n65536_q32_r300,5,BA,A,1,36,235.167999,241.705
n65536_q32_r300,5,BA,A,1,37,235.167999,241.719
n65536_q32_r300,5,BA,A,1,38,235.360001,241.734
n65536_q32_r300,5,BA,A,1,39,235.231995,241.787
n65536_q32_r300,5,BA,A,1,40,235.136002,241.6
n65536_q32_r300,5,BA,A,1,41,235.391998,241.731
n65536_q32_r300,5,BA,A,1,42,235.231995,241.762
n65536_q32_r300,5,BA,A,1,43,234.272003,240.717
n65536_q32_r300,5,BA,A,1,44,235.231995,241.859
n65536_q32_r300,5,BA,A,1,45,235.103989,241.526
n65536_q32_r300,5,BA,A,1,46,235.328003,241.259
n65536_q32_r300,5,BA,A,1,47,235.712006,242.201
n65536_q32_r300,5,BA,A,1,48,234.080002,240.692
n65536_q32_r300,5,BA,A,1,49,233.888,240.417
n65536_q32_r300,5,BA,A,1,50,235.264008,241.741
n65536_q32_r300,5,BA,A,1,51,235.231995,241.645
n65536_q32_r300,5,BA,A,1,52,235.29599,241.823
n65536_q32_r300,5,BA,A,1,53,236.447998,242.65
n65536_q32_r300,5,BA,A,1,54,236.063995,242.573
n65536_q32_r300,5,BA,A,1,55,235.231995,241.567
n65536_q32_r300,5,BA,A,1,56,235.231995,241.872
n65536_q32_r300,5,BA,A,1,57,235.136002,241.59
n65536_q32_r300,5,BA,A,1,58,235.29599,241.721
n65536_q32_r300,5,BA,A,1,59,235.264008,241.684
n65536_q32_r300,5,BA,A,1,60,235.199997,241.814
n65536_q32_r300,5,BA,A,1,61,236.063995,242.612
n65536_q32_r300,5,BA,A,1,62,234.143997,240.609
n65536_q32_r300,5,BA,A,1,63,235.29599,241.625
n65536_q32_r300,5,BA,A,1,64,235.231995,241.936
n65536_q32_r300,5,BA,A,1,65,235.103989,241.49
n65536_q32_r300,5,BA,A,1,66,235.264008,241.67
n65536_q32_r300,5,BA,A,1,67,235.231995,241.685
n65536_q32_r300,5,BA,A,1,68,235.328003,241.908
n65536_q32_r300,5,BA,A,1,69,236.0,242.529
n65536_q32_r300,5,BA,A,1,70,235.871994,242.285
n65536_q32_r300,5,BA,A,1,71,235.264008,241.796
n65536_q32_r300,5,BA,A,1,72,235.199997,241.892
n65536_q32_r300,5,BA,A,1,73,235.136002,241.553
n65536_q32_r300,5,BA,A,1,74,235.29599,241.786
n65536_q32_r300,5,BA,A,1,75,235.328003,241.916
n65536_q32_r300,5,BA,A,1,76,235.103989,241.569
n65536_q32_r300,5,BA,A,1,77,235.264008,241.877
n65536_q32_r300,5,BA,A,1,78,235.039993,241.585
n65536_q32_r300,5,BA,A,1,79,234.208008,239.66
n65536_q32_r300,5,BA,A,1,80,235.103989,241.353
n65536_q32_r300,5,BA,A,1,81,235.520004,242.177
n65536_q32_r300,5,BA,A,1,82,235.967987,242.492
n65536_q32_r300,5,BA,A,1,83,235.29599,241.691
n65536_q32_r300,5,BA,A,1,84,235.328003,241.704
n65536_q32_r300,5,BA,A,1,85,235.231995,241.845
n65536_q32_r300,5,BA,A,1,86,235.103989,241.887
n65536_q32_r300,5,BA,A,1,87,235.744003,242.314
n65536_q32_r300,5,BA,A,1,88,235.328003,241.76
n65536_q32_r300,5,BA,A,1,89,235.231995,241.955
n65536_q32_r300,5,BA,A,1,90,235.039993,241.559
n65536_q32_r300,5,BA,A,1,91,235.29599,241.764
n65536_q32_r300,5,BA,A,1,92,235.29599,241.767
n65536_q32_r300,5,BA,A,1,93,235.328003,241.886
n65536_q32_r300,5,BA,A,1,94,235.136002,241.625
n65536_q32_r300,5,BA,A,1,95,235.199997,241.666
n65536_q32_r300,5,BA,A,1,96,235.29599,241.761
n65536_q32_r300,5,BA,A,1,97,235.231995,241.89
n65536_q32_r300,5,BA,A,1,98,233.983994,240.599
n65536_q32_r300,5,BA,A,1,99,237.119995,241.811
n65536_q32_r300,5,BA,A,64,0,231.71701,231.823438
n65536_q32_r300,5,BA,A,64,1,231.666992,231.772281
n65536_q32_r300,5,BA,A,64,2,231.796997,231.902187
n65536_q32_r300,5,BA,A,64,3,231.660507,231.764375
n65536_q32_r300,5,BA,A,64,4,231.594498,231.704859
n65536_q32_r300,5,BA,A,64,5,231.581497,231.688859
n65536_q32_r300,5,BA,A,64,6,231.667999,231.776875
n65536_q32_r300,5,BA,A,64,7,231.670013,231.776094
n65536_q32_r300,5,BA,A,64,8,231.617004,231.721438
n65536_q32_r300,5,BA,A,64,9,231.668503,231.777047
n65536_q32_r300,5,BA,A,64,10,231.615494,231.722734
n65536_q32_r300,5,BA,A,64,11,231.63501,231.730609
n65536_q32_r300,5,BA,A,64,12,231.611511,231.702422
n65536_q32_r300,5,BA,A,64,13,231.63649,231.744078
n65536_q32_r300,5,BA,A,64,14,231.666504,231.775422
n65536_q32_r300,5,BA,A,64,15,231.6035,231.709281
n65536_q32_r300,5,BA,A,64,16,231.634003,231.740641
n65536_q32_r300,5,BA,A,64,17,231.636993,231.745219
n65536_q32_r300,5,BA,A,64,18,231.732498,231.839141
n65536_q32_r300,5,BA,A,64,19,231.63649,231.743078
n65536_q32_r500,0,AB,A,1,0,280.768005,293.86
n65536_q32_r500,0,AB,A,1,1,277.696014,282.276
n65536_q32_r500,0,AB,A,1,2,277.184021,282.27
n65536_q32_r500,0,AB,A,1,3,276.671997,282.75
n65536_q32_r500,0,AB,A,1,4,277.023987,282.682
n65536_q32_r500,0,AB,A,1,5,275.967987,281.984
n65536_q32_r500,0,AB,A,1,6,276.544006,282.381
n65536_q32_r500,0,AB,A,1,7,275.487976,281.802
n65536_q32_r500,0,AB,A,1,8,276.416016,282.723
n65536_q32_r500,0,AB,A,1,9,275.391998,281.994
n65536_q32_r500,0,AB,A,1,10,276.095978,282.42
n65536_q32_r500,0,AB,A,1,11,276.384003,282.918
n65536_q32_r500,0,AB,A,1,12,275.328003,281.722
n65536_q32_r500,0,AB,A,1,13,276.223999,283.064
n65536_q32_r500,0,AB,A,1,14,275.135986,281.464
n65536_q32_r500,0,AB,A,1,15,275.264008,281.858
n65536_q32_r500,0,AB,A,1,16,275.391998,282.071
n65536_q32_r500,0,AB,A,1,17,275.967987,282.316
n65536_q32_r500,0,AB,A,1,18,275.359985,281.759
n65536_q32_r500,0,AB,A,1,19,275.359985,281.946
n65536_q32_r500,0,AB,A,1,20,276.35199,283.194
n65536_q32_r500,0,AB,A,1,21,275.231995,281.562
n65536_q32_r500,0,AB,A,1,22,275.328003,281.856
n65536_q32_r500,0,AB,A,1,23,275.29599,283.139
n65536_q32_r500,0,AB,A,1,24,276.384003,282.586
n65536_q32_r500,0,AB,A,1,25,275.552002,281.855
n65536_q32_r500,0,AB,A,1,26,276.47998,282.899
n65536_q32_r500,0,AB,A,1,27,274.208008,280.893
n65536_q32_r500,0,AB,A,1,28,275.29599,281.606
n65536_q32_r500,0,AB,A,1,29,276.35199,282.899
n65536_q32_r500,0,AB,A,1,30,275.231995,282.09
n65536_q32_r500,0,AB,A,1,31,276.255981,282.487
n65536_q32_r500,0,AB,A,1,32,275.359985,281.924
n65536_q32_r500,0,AB,A,1,33,275.487976,281.803
n65536_q32_r500,0,AB,A,1,34,275.359985,282.162
n65536_q32_r500,0,AB,A,1,35,276.544006,282.53
n65536_q32_r500,0,AB,A,1,36,275.328003,281.872
n65536_q32_r500,0,AB,A,1,37,275.29599,282.008
n65536_q32_r500,0,AB,A,1,38,276.416016,282.662
n65536_q32_r500,0,AB,A,1,39,275.328003,281.853
n65536_q32_r500,0,AB,A,1,40,275.264008,281.831
n65536_q32_r500,0,AB,A,1,41,276.576019,283.136
n65536_q32_r500,0,AB,A,1,42,276.0,282.408
n65536_q32_r500,0,AB,A,1,43,276.384003,282.637
n65536_q32_r500,0,AB,A,1,44,275.519989,282.04
n65536_q32_r500,0,AB,A,1,45,276.127991,282.426
n65536_q32_r500,0,AB,A,1,46,275.328003,281.89
n65536_q32_r500,0,AB,A,1,47,275.328003,281.858
n65536_q32_r500,0,AB,A,1,48,275.359985,282.214
n65536_q32_r500,0,AB,A,1,49,276.223999,282.496
n65536_q32_r500,0,AB,A,1,50,275.359985,281.069
n65536_q32_r500,0,AB,A,1,51,276.895996,281.757
n65536_q32_r500,0,AB,A,1,52,276.47998,282.637
n65536_q32_r500,0,AB,A,1,53,275.359985,281.887
n65536_q32_r500,0,AB,A,1,54,276.384003,282.893
n65536_q32_r500,0,AB,A,1,55,275.359985,281.95
