case,process,order,variant,batch,sample,wall_us,thread_cpu_us,event_us
n65536_q128_r500,3,DTSO,O,16,0,641173.502063,2522.124687,641188.917969
n65536_q128_r500,3,DTSO,O,16,1,642618.752188,2659.649313,642636.464844
n65536_q128_r500,3,DTSO,O,16,2,642010.49875,2436.99725,642023.917969
n65536_q128_r500,3,DTSO,O,16,3,640329.503875,2424.170188,640343.679688
n65536_q128_r500,3,DTSO,O,16,4,645896.073563,2425.407562,645909.695312
n65536_q128_r500,4,DSOT,D,1,0,396.922,24.245,406.143982
n65536_q128_r500,4,DSOT,D,1,1,398.828,25.302,401.951996
n65536_q128_r500,4,DSOT,D,1,2,398.225,24.344,402.079987
n65536_q128_r500,4,DSOT,D,1,3,397.888,26.266,402.783997
n65536_q128_r500,4,DSOT,D,1,4,397.341,23.768,400.70401
n65536_q128_r500,4,DSOT,D,1,5,398.287,24.143,403.039978
n65536_q128_r500,4,DSOT,D,1,6,393.58,22.642,396.416016
n65536_q128_r500,4,DSOT,D,1,7,395.07,22.655,398.687988
n65536_q128_r500,4,DSOT,D,1,8,397.352,25.344,401.76001
n65536_q128_r500,4,DSOT,D,1,9,397.097,24.051,400.735992
n65536_q128_r500,4,DSOT,D,1,10,400.185,26.831,403.839996
n65536_q128_r500,4,DSOT,D,1,11,396.491,24.243,399.904022
n65536_q128_r500,4,DSOT,D,1,12,396.078,23.346,399.64801
n65536_q128_r500,4,DSOT,D,1,13,397.124,25.524,400.575989
n65536_q128_r500,4,DSOT,D,1,14,395.566,25.078,399.679993
n65536_q128_r500,4,DSOT,D,1,15,398.875,25.879,402.655975
n65536_q128_r500,4,DSOT,D,1,16,396.106,25.384,399.872009
n65536_q128_r500,4,DSOT,D,1,17,396.627,24.651,400.447998
n65536_q128_r500,4,DSOT,D,1,18,402.088,29.297,405.856018
n65536_q128_r500,4,DSOT,D,1,19,395.929,25.06,399.744019
n65536_q128_r500,4,DSOT,D,16,0,397.9355,25.713375,402.018002
n65536_q128_r500,4,DSOT,D,16,1,397.596063,26.232375,402.295998
n65536_q128_r500,4,DSOT,D,16,2,396.990563,25.509875,401.150003
n65536_q128_r500,4,DSOT,D,16,3,398.125313,27.857125,402.429995
n65536_q128_r500,4,DSOT,D,16,4,397.48525,26.071938,401.694
n65536_q128_r500,4,DSOT,S,1,0,191845.413,2154.439,191856.328125
n65536_q128_r500,4,DSOT,S,1,1,192017.38,2131.23,192026.375
n65536_q128_r500,4,DSOT,S,1,2,191975.76,2177.169,191984.3125
n65536_q128_r500,4,DSOT,S,1,3,192113.894,2309.263,192138.359375
n65536_q128_r500,4,DSOT,S,1,4,192059.191,2805.96,192070.59375
n65536_q128_r500,4,DSOT,S,1,5,191764.036,2370.81,191773.84375
n65536_q128_r500,4,DSOT,S,1,6,192013.038,2230.289,192021.734375
n65536_q128_r500,4,DSOT,S,1,7,191830.752,2293.818,191839.578125
n65536_q128_r500,4,DSOT,S,1,8,192203.441,2110.596,192212.765625
n65536_q128_r500,4,DSOT,S,1,9,191879.36,2247.308,191888.34375
n65536_q128_r500,4,DSOT,S,1,10,191920.939,2147.216,191929.796875
n65536_q128_r500,4,DSOT,S,1,11,191939.591,2319.806,191947.734375
n65536_q128_r500,4,DSOT,S,1,12,191919.425,2252.161,191927.234375
n65536_q128_r500,4,DSOT,S,1,13,192094.659,1846.68,192104.0
n65536_q128_r500,4,DSOT,S,1,14,191856.261,2270.609,191864.34375
n65536_q128_r500,4,DSOT,S,1,15,192106.434,2245.305,192115.296875
n65536_q128_r500,4,DSOT,S,1,16,192917.471,2276.541,192925.953125
n65536_q128_r500,4,DSOT,S,1,17,190975.539,2227.069,190984.09375
n65536_q128_r500,4,DSOT,S,1,18,192675.799,2399.108,192686.84375
n65536_q128_r500,4,DSOT,S,1,19,191252.217,2519.765,191261.125
n65536_q128_r500,4,DSOT,S,16,0,191977.156062,2224.69375,191985.583008
n65536_q128_r500,4,DSOT,S,16,1,191984.107625,2225.213125,191992.953125
n65536_q128_r500,4,DSOT,S,16,2,191981.693375,2275.194875,191989.938477
n65536_q128_r500,4,DSOT,S,16,3,191974.211062,2247.969312,191982.982422
n65536_q128_r500,4,DSOT,S,16,4,192546.188063,2256.720187,192554.780273
n65536_q128_r500,4,DSOT,O,1,0,667657.861,2435.531,667675.0
n65536_q128_r500,4,DSOT,O,1,1,668167.376,2387.472,668180.0625
n65536_q128_r500,4,DSOT,O,1,2,667798.075,2390.578,667811.1875
n65536_q128_r500,4,DSOT,O,1,3,668264.943,2477.471,668278.875
n65536_q128_r500,4,DSOT,O,1,4,667786.954,2406.59,667800.4375
n65536_q128_r500,4,DSOT,O,1,5,668041.647,2398.289,668054.5
n65536_q128_r500,4,DSOT,O,1,6,668238.554,2427.171,668252.0
n65536_q128_r500,4,DSOT,O,1,7,667626.541,2436.107,667639.25
n65536_q128_r500,4,DSOT,O,1,8,667920.069,2473.597,667932.6875
n65536_q128_r500,4,DSOT,O,1,9,667929.447,2427.155,667943.8125
n65536_q128_r500,4,DSOT,O,1,10,667928.339,2335.242,667941.375
n65536_q128_r500,4,DSOT,O,1,11,668253.612,2469.666,668266.3125
n65536_q128_r500,4,DSOT,O,1,12,667582.509,2437.742,667595.375
n65536_q128_r500,4,DSOT,O,1,13,668023.089,2370.785,668034.6875
n65536_q128_r500,4,DSOT,O,1,14,667907.148,2420.748,667921.125
n65536_q128_r500,4,DSOT,O,1,15,668073.347,2402.351,668085.9375
n65536_q128_r500,4,DSOT,O,1,16,668850.61,2644.039,668866.3125
n65536_q128_r500,4,DSOT,O,1,17,668138.191,2485.132,668151.125
n65536_q128_r500,4,DSOT,O,1,18,667808.491,2442.395,667821.25
n65536_q128_r500,4,DSOT,O,1,19,668009.701,2300.117,668022.125
n65536_q128_r500,4,DSOT,O,16,0,667994.254375,2388.2585,668006.933594
n65536_q128_r500,4,DSOT,O,16,1,667576.86625,2367.306,667589.535156
n65536_q128_r500,4,DSOT,O,16,2,667868.743375,2474.4555,667885.445312
n65536_q128_r500,4,DSOT,O,16,3,668299.365938,2983.1835,668314.691406
n65536_q128_r500,4,DSOT,O,16,4,664877.24725,2568.041687,664892.128906
n65536_q128_r500,4,DSOT,T,1,0,192991.702,2466.839,193003.421875
n65536_q128_r500,4,DSOT,T,1,1,191167.26,2285.051,191175.703125
n65536_q128_r500,4,DSOT,T,1,2,191877.236,2040.179,191887.234375
n65536_q128_r500,4,DSOT,T,1,3,192979.065,2468.124,192987.546875
n65536_q128_r500,4,DSOT,T,1,4,190999.481,2351.065,191008.484375
n65536_q128_r500,4,DSOT,T,1,5,193086.62,2339.662,193095.90625
n65536_q128_r500,4,DSOT,T,1,6,190839.348,2372.453,190847.140625
n65536_q128_r500,4,DSOT,T,1,7,191976.643,2482.972,191992.21875
n65536_q128_r500,4,DSOT,T,1,8,191917.657,2651.055,191927.421875
n65536_q128_r500,4,DSOT,T,1,9,192057.255,2542.089,192066.734375
n65536_q128_r500,4,DSOT,T,1,10,191861.116,2532.765,191870.125
n65536_q128_r500,4,DSOT,T,1,11,193247.749,2404.105,193256.8125
n65536_q128_r500,4,DSOT,T,1,12,191830.067,2540.871,191844.3125
n65536_q128_r500,4,DSOT,T,1,13,190908.733,2568.445,190917.34375
n65536_q128_r500,4,DSOT,T,1,14,192784.258,2465.769,192793.0
n65536_q128_r500,4,DSOT,T,1,15,191106.46,2458.751,191115.671875
n65536_q128_r500,4,DSOT,T,1,16,191920.95,2427.603,191929.703125
n65536_q128_r500,4,DSOT,T,1,17,193010.358,2379.34,193018.90625
n65536_q128_r500,4,DSOT,T,1,18,192100.838,2423.356,192115.9375
n65536_q128_r500,4,DSOT,T,1,19,190853.383,2548.393,190862.140625
n65536_q128_r500,4,DSOT,T,16,0,191985.406062,2462.712437,191995.106445
n65536_q128_r500,4,DSOT,T,16,1,191975.662937,2441.736375,191985.205078
n65536_q128_r500,4,DSOT,T,16,2,191981.041375,2447.278813,191990.15918
n65536_q128_r500,4,DSOT,T,16,3,191979.462813,2335.995187,191988.541992
n65536_q128_r500,4,DSOT,T,16,4,191974.645813,2320.586187,191983.401367
n65536_q128_r500,5,TOSD,T,1,0,43222.204,14661.558,43253.3125
n65536_q128_r500,5,TOSD,T,1,1,43680.146,14408.59,43684.511719
n65536_q128_r500,5,TOSD,T,1,2,43760.586,14460.113,43764.867188
n65536_q128_r500,5,TOSD,T,1,3,43414.405,14876.428,43419.039062
n65536_q128_r500,5,TOSD,T,1,4,44633.164,14772.252,44638.082031
n65536_q128_r500,5,TOSD,T,1,5,44401.986,15132.841,44406.238281
n65536_q128_r500,5,TOSD,T,1,6,43629.256,15090.094,43632.960938
n65536_q128_r500,5,TOSD,T,1,7,161806.765,7730.77,161814.328125
n65536_q128_r500,5,TOSD,T,1,8,44987.558,15926.619,44992.832031
n65536_q128_r500,5,TOSD,T,1,9,43441.274,14965.176,43445.664062
n65536_q128_r500,5,TOSD,T,1,10,43226.579,13429.234,43230.6875
n65536_q128_r500,5,TOSD,T,1,11,43179.578,13947.589,43184.160156
n65536_q128_r500,5,TOSD,T,1,12,43457.461,14901.914,43461.535156
n65536_q128_r500,5,TOSD,T,1,13,44264.81,14971.144,44268.796875
n65536_q128_r500,5,TOSD,T,1,14,43566.398,14597.918,43570.464844
n65536_q128_r500,5,TOSD,T,1,15,42100.322,13583.748,42104.191406
n65536_q128_r500,5,TOSD,T,1,16,44704.759,14789.821,44708.738281
n65536_q128_r500,5,TOSD,T,1,17,43619.203,14358.771,43622.914062
n65536_q128_r500,5,TOSD,T,1,18,44315.406,15803.082,44320.707031
n65536_q128_r500,5,TOSD,T,1,19,198979.027,15484.118,198987.359375
n65536_q128_r500,5,TOSD,T,16,0,53445.259625,14654.216563,53449.761719
n65536_q128_r500,5,TOSD,T,16,1,81440.996562,14585.253875,81446.586182
n65536_q128_r500,5,TOSD,T,16,2,124063.303563,14904.46375,124070.133301
n65536_q128_r500,5,TOSD,T,16,3,123907.936687,14825.753563,123914.721436
n65536_q128_r500,5,TOSD,T,16,4,124002.426937,14647.963313,124008.977295
n65536_q128_r500,5,TOSD,O,1,0,674104.526,12538.972,674120.125
n65536_q128_r500,5,TOSD,O,1,1,677173.718,14180.854,677186.5
n65536_q128_r500,5,TOSD,O,1,2,678957.233,15766.577,678969.8125
n65536_q128_r500,5,TOSD,O,1,3,671830.544,10160.569,671844.125
n65536_q128_r500,5,TOSD,O,1,4,678814.747,15372.235,678827.125
n65536_q128_r500,5,TOSD,O,1,5,678406.638,14924.823,678420.0
n65536_q128_r500,5,TOSD,O,1,6,672527.444,10963.634,672540.6875
n65536_q128_r500,5,TOSD,O,1,7,678456.664,14758.196,678469.375
n65536_q128_r500,5,TOSD,O,1,8,680047.543,16626.818,680059.4375
n65536_q128_r500,5,TOSD,O,1,9,679324.957,15845.929,679338.5625
n65536_q128_r500,5,TOSD,O,1,10,669163.196,9237.708,669177.3125
n65536_q128_r500,5,TOSD,O,1,11,652868.331,12058.305,652881.25
n65536_q128_r500,5,TOSD,O,1,12,652147.059,12203.646,652160.0
n65536_q128_r500,5,TOSD,O,1,13,648656.561,10524.21,648668.9375
n65536_q128_r500,5,TOSD,O,1,14,645399.711,8143.798,645411.875
n65536_q128_r500,5,TOSD,O,1,15,646125.873,8459.82,646140.625
n65536_q128_r500,5,TOSD,O,1,16,645782.496,8352.834,645796.6875
n65536_q128_r500,5,TOSD,O,1,17,645426.584,7677.43,645438.875
n65536_q128_r500,5,TOSD,O,1,18,643371.867,5787.56,643384.375
n65536_q128_r500,5,TOSD,O,1,19,646367.748,8491.912,646380.0
n65536_q128_r500,5,TOSD,O,16,0,640817.20725,3089.308312,640829.800781
n65536_q128_r500,5,TOSD,O,16,1,640084.1185,2353.379688,640097.015625
n65536_q128_r500,5,TOSD,O,16,2,639813.0235,2483.73525,639827.84375
n65536_q128_r500,5,TOSD,O,16,3,639804.68025,2520.039125,639819.640625
n65536_q128_r500,5,TOSD,O,16,4,639767.847813,2461.508312,639781.21875
n65536_q128_r500,5,TOSD,S,1,0,191577.613,2690.882,191596.484375
n65536_q128_r500,5,TOSD,S,1,1,191768.963,2323.396,191779.5625
n65536_q128_r500,5,TOSD,S,1,2,191880.542,2318.282,191890.109375
n65536_q128_r500,5,TOSD,S,1,3,192083.388,2322.332,192094.171875
n65536_q128_r500,5,TOSD,S,1,4,191996.74,2312.282,192006.46875
n65536_q128_r500,5,TOSD,S,1,5,192032.499,2518.237,192044.390625
n65536_q128_r500,5,TOSD,S,1,6,191625.786,2509.134,191635.046875
n65536_q128_r500,5,TOSD,S,1,7,191861.391,2261.62,191870.171875
n65536_q128_r500,5,TOSD,S,1,8,193195.68,2434.661,193206.40625
n65536_q128_r500,5,TOSD,S,1,9,190841.941,2370.886,190851.296875
n65536_q128_r500,5,TOSD,S,1,10,192616.888,2254.055,192628.484375
n65536_q128_r500,5,TOSD,S,1,11,191186.096,2666.276,191195.125
n65536_q128_r500,5,TOSD,S,1,12,191984.418,2127.623,191992.609375
n65536_q128_r500,5,TOSD,S,1,13,192191.551,2352.862,192201.921875
n65536_q128_r500,5,TOSD,S,1,14,191757.835,2383.963,191767.484375
n65536_q128_r500,5,TOSD,S,1,15,192018.738,2288.41,192027.59375
n65536_q128_r500,5,TOSD,S,1,16,192091.67,2119.677,192101.640625
n65536_q128_r500,5,TOSD,S,1,17,191874.358,2295.58,191884.96875
n65536_q128_r500,5,TOSD,S,1,18,191941.835,2395.253,191952.28125
n65536_q128_r500,5,TOSD,S,1,19,192005.392,2458.961,192015.578125
n65536_q128_r500,5,TOSD,S,16,0,191972.576188,2359.18175,191982.856445
n65536_q128_r500,5,TOSD,S,16,1,191978.150563,2242.247875,191987.114258
n65536_q128_r500,5,TOSD,S,16,2,191983.774812,2207.670687,191991.901367
n65536_q128_r500,5,TOSD,S,16,3,191975.470687,2319.741375,191986.213867
n65536_q128_r500,5,TOSD,S,16,4,191997.69325,2232.276563,192007.49707
n65536_q128_r500,5,TOSD,D,1,0,390.81,29.861,395.776001
n65536_q128_r500,5,TOSD,D,1,1,394.935,23.273,398.112
n65536_q128_r500,5,TOSD,D,1,2,393.319,22.028,396.608002
n65536_q128_r500,5,TOSD,D,1,3,393.888,22.178,397.184021
n65536_q128_r500,5,TOSD,D,1,4,396.306,22.959,399.679993
n65536_q128_r500,5,TOSD,D,1,5,395.583,22.078,398.880005
n65536_q128_r500,5,TOSD,D,1,6,395.236,22.528,398.463989
n65536_q128_r500,5,TOSD,D,1,7,395.251,22.224,398.880005
n65536_q128_r500,5,TOSD,D,1,8,395.44,23.177,399.040009
n65536_q128_r500,5,TOSD,D,1,9,396.679,24.081,400.320007
n65536_q128_r500,5,TOSD,D,1,10,393.956,24.226,397.664001
n65536_q128_r500,5,TOSD,D,1,11,394.691,23.932,398.335999
n65536_q128_r500,5,TOSD,D,1,12,395.901,24.062,399.583984
n65536_q128_r500,5,TOSD,D,1,13,395.29,23.962,399.040009
n65536_q128_r500,5,TOSD,D,1,14,404.456,24.555,407.072021
n65536_q128_r500,5,TOSD,D,1,15,395.441,23.445,399.040009
n65536_q128_r500,5,TOSD,D,1,16,397.246,24.816,400.959991
n65536_q128_r500,5,TOSD,D,1,17,399.208,24.441,403.167999
n65536_q128_r500,5,TOSD,D,1,18,395.722,23.979,399.488007
n65536_q128_r500,5,TOSD,D,1,19,396.778,24.11,400.575989
n65536_q128_r500,5,TOSD,D,16,0,395.879688,24.852562,399.775991
n65536_q128_r500,5,TOSD,D,16,1,397.718062,25.86725,402.276003
n65536_q128_r500,5,TOSD,D,16,2,397.241625,26.20675,401.518005
n65536_q128_r500,5,TOSD,D,16,3,398.256625,26.969125,402.542004
n65536_q128_r500,5,TOSD,D,16,4,398.74425,27.864813,403.168001
