case,process,order,variant,batch,sample,wall_us,thread_cpu_us,event_us
n65536_q32_r300,3,DTSO,S,1,16,175915.21,2248.853,175924.0625
n65536_q32_r300,3,DTSO,S,1,17,175958.981,2277.683,175965.921875
n65536_q32_r300,3,DTSO,S,1,18,175905.145,2171.105,175912.15625
n65536_q32_r300,3,DTSO,S,1,19,176919.129,2117.935,176925.59375
n65536_q32_r300,3,DTSO,S,16,0,175921.714938,2227.173125,175928.595703
n65536_q32_r300,3,DTSO,S,16,1,175980.142,2310.86075,175987.098633
n65536_q32_r300,3,DTSO,S,16,2,175977.884812,2333.571187,175984.799805
n65536_q32_r300,3,DTSO,S,16,3,175978.171688,2316.761562,175985.568359
n65536_q32_r300,3,DTSO,S,16,4,175978.179563,2278.889875,175985.579102
n65536_q32_r300,3,DTSO,O,1,0,151846.569,2004.612,151856.703125
n65536_q32_r300,3,DTSO,O,1,1,156123.971,2238.542,156130.578125
n65536_q32_r300,3,DTSO,O,1,2,151002.644,1884.108,151009.984375
n65536_q32_r300,3,DTSO,O,1,3,156660.221,2271.375,156667.171875
n65536_q32_r300,3,DTSO,O,1,4,151905.61,1885.26,151910.984375
n65536_q32_r300,3,DTSO,O,1,5,155918.357,2291.781,155925.125
n65536_q32_r300,3,DTSO,O,1,6,150349.14,1788.107,150355.109375
n65536_q32_r300,3,DTSO,O,1,7,155732.708,2119.672,155739.25
n65536_q32_r300,3,DTSO,O,1,8,152111.271,1949.894,152116.984375
n65536_q32_r300,3,DTSO,O,1,9,156264.323,2161.364,156270.875
n65536_q32_r300,3,DTSO,O,1,10,151913.918,2024.214,151920.375
n65536_q32_r300,3,DTSO,O,1,11,155749.582,2121.211,155755.234375
n65536_q32_r300,3,DTSO,O,1,12,151308.701,1877.118,151314.4375
n65536_q32_r300,3,DTSO,O,1,13,156467.154,2319.859,156472.96875
n65536_q32_r300,3,DTSO,O,1,14,151942.757,1869.985,151948.375
n65536_q32_r300,3,DTSO,O,1,15,156337.108,2162.661,156342.46875
n65536_q32_r300,3,DTSO,O,1,16,151095.113,1952.644,151113.921875
n65536_q32_r300,3,DTSO,O,1,17,156551.87,2643.889,156561.484375
n65536_q32_r300,3,DTSO,O,1,18,151908.456,2025.068,151915.828125
n65536_q32_r300,3,DTSO,O,1,19,156271.463,2302.364,156277.75
n65536_q32_r300,3,DTSO,O,16,0,153802.568125,2149.661875,153809.236328
n65536_q32_r300,3,DTSO,O,16,1,153782.042562,2148.863625,153788.329102
n65536_q32_r300,3,DTSO,O,16,2,153648.1705,2121.419125,153654.269531
n65536_q32_r300,3,DTSO,O,16,3,153631.085875,2055.08525,153638.148438
n65536_q32_r300,3,DTSO,O,16,4,153666.601125,2088.949187,153673.115234
n65536_q32_r300,4,DSOT,D,1,0,159.072,29.563,171.104004
n65536_q32_r300,4,DSOT,D,1,1,157.149,29.483,161.311996
n65536_q32_r300,4,DSOT,D,1,2,153.153,26.085,157.727997
n65536_q32_r300,4,DSOT,D,1,3,164.321,28.727,168.70401
n65536_q32_r300,4,DSOT,D,1,4,155.027,27.161,159.904007
n65536_q32_r300,4,DSOT,D,1,5,157.034,27.247,161.727997
n65536_q32_r300,4,DSOT,D,1,6,154.79,30.69,159.455994
n65536_q32_r300,4,DSOT,D,1,7,155.617,27.401,160.479996
n65536_q32_r300,4,DSOT,D,1,8,153.977,27.374,158.623993
n65536_q32_r300,4,DSOT,D,1,9,156.329,27.983,160.576004
n65536_q32_r300,4,DSOT,D,1,10,159.315,26.464,163.807999
n65536_q32_r300,4,DSOT,D,1,11,158.85,34.14,162.944
n65536_q32_r300,4,DSOT,D,1,12,163.154,27.436,168.096008
n65536_q32_r300,4,DSOT,D,1,13,164.32,29.398,169.535995
n65536_q32_r300,4,DSOT,D,1,14,156.178,28.626,161.983994
n65536_q32_r300,4,DSOT,D,1,15,156.774,28.415,161.248001
n65536_q32_r300,4,DSOT,D,1,16,155.141,27.959,159.584
n65536_q32_r300,4,DSOT,D,1,17,156.82,27.159,162.016006
n65536_q32_r300,4,DSOT,D,1,18,154.627,26.133,159.296005
n65536_q32_r300,4,DSOT,D,1,19,164.607,27.637,169.376007
n65536_q32_r300,4,DSOT,D,16,0,153.890187,28.183875,158.533999
n65536_q32_r300,4,DSOT,D,16,1,154.5135,27.746375,159.334001
n65536_q32_r300,4,DSOT,D,16,2,151.480125,27.148375,156.087999
n65536_q32_r300,4,DSOT,D,16,3,151.820563,28.052,156.391999
n65536_q32_r300,4,DSOT,D,16,4,151.410625,26.748313,155.921997
n65536_q32_r300,4,DSOT,S,1,0,177032.149,2222.338,177044.59375
n65536_q32_r300,4,DSOT,S,1,1,174634.596,2050.022,174641.71875
n65536_q32_r300,4,DSOT,S,1,2,175972.905,1963.641,175979.875
n65536_q32_r300,4,DSOT,S,1,3,175951.15,1915.645,175956.765625
n65536_q32_r300,4,DSOT,S,1,4,176267.236,2252.047,176274.421875
n65536_q32_r300,4,DSOT,S,1,5,176089.821,2465.579,176098.203125
n65536_q32_r300,4,DSOT,S,1,6,175897.285,2440.021,175905.53125
n65536_q32_r300,4,DSOT,S,1,7,175915.248,2462.144,175923.90625
n65536_q32_r300,4,DSOT,S,1,8,175947.944,2327.114,175955.40625
n65536_q32_r300,4,DSOT,S,1,9,176006.378,2370.302,176014.109375
n65536_q32_r300,4,DSOT,S,1,10,175937.305,2437.399,175944.90625
n65536_q32_r300,4,DSOT,S,1,11,176054.587,2441.243,176062.15625
n65536_q32_r300,4,DSOT,S,1,12,175914.6,2419.185,175921.25
n65536_q32_r300,4,DSOT,S,1,13,175953.256,2398.399,175962.34375
n65536_q32_r300,4,DSOT,S,1,14,175984.561,2367.47,175992.421875
n65536_q32_r300,4,DSOT,S,1,15,176140.815,2678.982,176151.375
n65536_q32_r300,4,DSOT,S,1,16,176993.65,2622.512,177001.515625
n65536_q32_r300,4,DSOT,S,1,17,175817.408,2280.703,175825.03125
n65536_q32_r300,4,DSOT,S,1,18,176066.409,2206.503,176074.234375
n65536_q32_r300,4,DSOT,S,1,19,175949.59,2225.132,175956.578125
n65536_q32_r300,4,DSOT,S,16,0,176039.55075,2279.967687,176047.762695
n65536_q32_r300,4,DSOT,S,16,1,175877.26625,2294.3055,175885.141602
n65536_q32_r300,4,DSOT,S,16,2,175950.208062,2273.283125,175957.844727
n65536_q32_r300,4,DSOT,S,16,3,175979.75175,2280.806187,175987.828125
n65536_q32_r300,4,DSOT,S,16,4,176039.7245,2393.891875,176047.373047
n65536_q32_r300,4,DSOT,O,1,0,151968.641,1899.778,151999.5625
n65536_q32_r300,4,DSOT,O,1,1,155911.213,2073.332,155919.03125
n65536_q32_r300,4,DSOT,O,1,2,151536.431,1929.79,151542.9375
n65536_q32_r300,4,DSOT,O,1,3,156110.024,2486.631,156119.9375
n65536_q32_r300,4,DSOT,O,1,4,151490.774,2049.948,151497.953125
n65536_q32_r300,4,DSOT,O,1,5,156263.485,2407.963,156271.1875
n65536_q32_r300,4,DSOT,O,1,6,151971.808,1927.845,151977.984375
n65536_q32_r300,4,DSOT,O,1,7,155982.081,2225.52,155988.453125
n65536_q32_r300,4,DSOT,O,1,8,150288.144,1776.63,150294.203125
n65536_q32_r300,4,DSOT,O,1,9,156008.492,2235.716,156015.328125
n65536_q32_r300,4,DSOT,O,1,10,152901.186,2179.698,152910.046875
n65536_q32_r300,4,DSOT,O,1,11,155079.167,2251.926,155087.421875
n65536_q32_r300,4,DSOT,O,1,12,151608.049,2228.942,151615.328125
n65536_q32_r300,4,DSOT,O,1,13,156174.21,2242.245,156181.125
n65536_q32_r300,4,DSOT,O,1,14,152729.031,2249.938,152736.828125
n65536_q32_r300,4,DSOT,O,1,15,154980.381,2224.639,154987.453125
n65536_q32_r300,4,DSOT,O,1,16,152100.003,2195.012,152114.9375
n65536_q32_r300,4,DSOT,O,1,17,155784.061,2332.537,155791.6875
n65536_q32_r300,4,DSOT,O,1,18,151440.541,1894.016,151446.59375
n65536_q32_r300,4,DSOT,O,1,19,156650.752,2271.614,156658.046875
n65536_q32_r300,4,DSOT,O,16,0,153868.033438,2047.76875,153875.228516
n65536_q32_r300,4,DSOT,O,16,1,153737.084938,2087.869937,153744.337891
n65536_q32_r300,4,DSOT,O,16,2,153770.222375,2060.4635,153779.114258
n65536_q32_r300,4,DSOT,O,16,3,153742.991,2083.253,153750.130859
n65536_q32_r300,4,DSOT,O,16,4,153781.489563,2046.76325,153787.911133
n65536_q32_r300,4,DSOT,T,1,0,176016.687,2258.523,176026.921875
n65536_q32_r300,4,DSOT,T,1,1,175929.319,2288.299,175935.8125
n65536_q32_r300,4,DSOT,T,1,2,175065.569,2270.735,175071.546875
n65536_q32_r300,4,DSOT,T,1,3,176870.762,2156.805,176878.78125
n65536_q32_r300,4,DSOT,T,1,4,175058.452,2322.231,175069.65625
n65536_q32_r300,4,DSOT,T,1,5,175986.44,2512.069,175993.171875
n65536_q32_r300,4,DSOT,T,1,6,175906.575,2282.614,175912.828125
n65536_q32_r300,4,DSOT,T,1,7,175958.913,2258.988,175965.46875
n65536_q32_r300,4,DSOT,T,1,8,176004.897,2296.954,176010.875
n65536_q32_r300,4,DSOT,T,1,9,176883.823,2147.04,176889.984375
n65536_q32_r300,4,DSOT,T,1,10,175964.601,2218.105,175970.53125
n65536_q32_r300,4,DSOT,T,1,11,175086.919,2146.282,175092.828125
n65536_q32_r300,4,DSOT,T,1,12,175897.682,2238.389,175903.9375
n65536_q32_r300,4,DSOT,T,1,13,176562.111,2324.587,176568.21875
n65536_q32_r300,4,DSOT,T,1,14,175262.824,2188.688,175269.15625
n65536_q32_r300,4,DSOT,T,1,15,176066.1,2187.845,176072.421875
n65536_q32_r300,4,DSOT,T,1,16,175990.365,2221.435,175996.5
n65536_q32_r300,4,DSOT,T,1,17,176985.135,2260.862,176997.953125
n65536_q32_r300,4,DSOT,T,1,18,174964.377,2321.659,174970.109375
n65536_q32_r300,4,DSOT,T,1,19,176035.126,2317.61,176042.34375
n65536_q32_r300,4,DSOT,T,16,0,175982.382437,2267.44075,175989.179688
n65536_q32_r300,4,DSOT,T,16,1,176037.02325,2240.67675,176043.84375
n65536_q32_r300,4,DSOT,T,16,2,175918.57375,2248.947562,175925.688477
n65536_q32_r300,4,DSOT,T,16,3,176045.166625,2254.713687,176051.775391
n65536_q32_r300,4,DSOT,T,16,4,175976.121125,2228.410875,175982.376953
n65536_q32_r300,5,TOSD,T,1,0,176875.931,2324.65,176892.171875
n65536_q32_r300,5,TOSD,T,1,1,174997.815,2231.835,175004.234375
n65536_q32_r300,5,TOSD,T,1,2,175876.264,2341.386,175882.984375
n65536_q32_r300,5,TOSD,T,1,3,176014.036,2242.104,176020.703125
n65536_q32_r300,5,TOSD,T,1,4,175897.862,2224.979,175903.875
n65536_q32_r300,5,TOSD,T,1,5,176114.986,2208.383,176121.125
n65536_q32_r300,5,TOSD,T,1,6,175958.52,2405.431,175964.734375
n65536_q32_r300,5,TOSD,T,1,7,175878.179,2231.527,175883.90625
n65536_q32_r300,5,TOSD,T,1,8,175949.846,2108.882,175955.546875
n65536_q32_r300,5,TOSD,T,1,9,176045.841,2216.063,176051.5625
n65536_q32_r300,5,TOSD,T,1,10,176880.063,2289.652,176886.28125
n65536_q32_r300,5,TOSD,T,1,11,176089.598,2390.561,176095.78125
n65536_q32_r300,5,TOSD,T,1,12,175057.577,2181.673,175064.1875
n65536_q32_r300,5,TOSD,T,1,13,175955.975,2436.443,175962.625
n65536_q32_r300,5,TOSD,T,1,14,175947.304,2386.623,175952.671875
n65536_q32_r300,5,TOSD,T,1,15,175851.726,2186.492,175858.78125
n65536_q32_r300,5,TOSD,T,1,16,177079.962,2344.244,177085.75
n65536_q32_r300,5,TOSD,T,1,17,175871.977,2234.718,175877.890625
n65536_q32_r300,5,TOSD,T,1,18,174982.666,2196.141,174988.703125
n65536_q32_r300,5,TOSD,T,1,19,176084.894,2391.495,176099.328125
n65536_q32_r300,5,TOSD,T,16,0,176041.531,2330.551188,176048.142578
n65536_q32_r300,5,TOSD,T,16,1,175915.123562,2288.336938,175921.853516
n65536_q32_r300,5,TOSD,T,16,2,175982.92725,2300.499437,175989.811523
n65536_q32_r300,5,TOSD,T,16,3,175980.417062,2322.516312,175988.03418
n65536_q32_r300,5,TOSD,T,16,4,176045.86075,2278.391375,176052.098633
n65536_q32_r300,5,TOSD,O,1,0,151969.06,1895.039,151982.296875
n65536_q32_r300,5,TOSD,O,1,1,156427.414,2384.484,156435.390625
n65536_q32_r300,5,TOSD,O,1,2,150398.036,1883.395,150404.953125
n65536_q32_r300,5,TOSD,O,1,3,156368.755,2188.991,156375.390625
n65536_q32_r300,5,TOSD,O,1,4,151947.32,1851.25,151953.828125
n65536_q32_r300,5,TOSD,O,1,5,156624.303,2203.873,156630.84375
n65536_q32_r300,5,TOSD,O,1,6,151799.936,2001.557,151806.328125
n65536_q32_r300,5,TOSD,O,1,7,156219.651,2081.405,156226.1875
n65536_q32_r300,5,TOSD,O,1,8,151363.497,1812.587,151369.421875
n65536_q32_r300,5,TOSD,O,1,9,156532.599,2264.434,156538.84375
n65536_q32_r300,5,TOSD,O,1,10,151899.241,1837.339,151904.515625
n65536_q32_r300,5,TOSD,O,1,11,156168.676,2154.668,156174.84375
n65536_q32_r300,5,TOSD,O,1,12,150174.873,1725.81,150180.921875
n65536_q32_r300,5,TOSD,O,1,13,155828.995,2104.594,155835.09375
n65536_q32_r300,5,TOSD,O,1,14,152710.812,2058.158,152718.078125
n65536_q32_r300,5,TOSD,O,1,15,155017.804,1937.149,155024.03125
n65536_q32_r300,5,TOSD,O,1,16,150984.593,1430.328,150988.421875
n65536_q32_r300,5,TOSD,O,1,17,155576.218,1987.582,155581.109375
n65536_q32_r300,5,TOSD,O,1,18,151474.619,1827.957,151481.09375
n65536_q32_r300,5,TOSD,O,1,19,155906.344,2186.741,155912.609375
n65536_q32_r300,5,TOSD,O,16,0,153736.355125,2019.1305,153742.71582
n65536_q32_r300,5,TOSD,O,16,1,153970.445437,2045.763125,153976.564453
n65536_q32_r300,5,TOSD,O,16,2,153709.548313,2071.643062,153717.077148
n65536_q32_r300,5,TOSD,O,16,3,153961.332813,2061.65975,153967.738281
n65536_q32_r300,5,TOSD,O,16,4,153896.094562,2033.47275,153902.170898
n65536_q32_r300,5,TOSD,S,1,0,175939.688,2223.013,175947.5625
n65536_q32_r300,5,TOSD,S,1,1,175971.112,2202.008,175977.375
n65536_q32_r300,5,TOSD,S,1,2,176125.35,2248.517,176138.390625
n65536_q32_r300,5,TOSD,S,1,3,175768.441,2611.288,175776.734375
n65536_q32_r300,5,TOSD,S,1,4,176062.581,2210.785,176069.0625
n65536_q32_r300,5,TOSD,S,1,5,175936.606,2170.025,175944.296875
n65536_q32_r300,5,TOSD,S,1,6,176018.574,2203.828,176025.578125
n65536_q32_r300,5,TOSD,S,1,7,175956.371,2277.912,175962.84375
n65536_q32_r300,5,TOSD,S,1,8,175996.991,2179.764,176003.359375
n65536_q32_r300,5,TOSD,S,1,9,175903.827,2227.272,175910.6875
n65536_q32_r300,5,TOSD,S,1,10,176033.946,2153.237,176039.609375
n65536_q32_r300,5,TOSD,S,1,11,175956.777,2237.723,175962.9375
n65536_q32_r300,5,TOSD,S,1,12,176238.388,2138.565,176244.53125
n65536_q32_r300,5,TOSD,S,1,13,175815.056,2275.468,175823.359375
n65536_q32_r300,5,TOSD,S,1,14,175876.524,2317.495,175883.78125
n65536_q32_r300,5,TOSD,S,1,15,175995.575,2251.938,176002.296875
n65536_q32_r300,5,TOSD,S,1,16,175898.035,2190.592,175904.734375
n65536_q32_r300,5,TOSD,S,1,17,175937.845,2121.391,175944.203125
n65536_q32_r300,5,TOSD,S,1,18,176045.559,2222.058,176051.625
n65536_q32_r300,5,TOSD,S,1,19,175944.598,2216.28,175957.4375
n65536_q32_r300,5,TOSD,S,16,0,175973.424562,2253.8555,175979.975586
n65536_q32_r300,5,TOSD,S,16,1,176006.305938,2262.951062,176013.454102
n65536_q32_r300,5,TOSD,S,16,2,176014.291375,2280.448687,176021.818359
n65536_q32_r300,5,TOSD,S,16,3,175926.892375,2274.955062,175933.369141
n65536_q32_r300,5,TOSD,S,16,4,176000.787687,2224.622937,176007.477539
n65536_q32_r300,5,TOSD,D,1,0,167.618,37.34,175.936005
n65536_q32_r300,5,TOSD,D,1,1,166.209,37.973,172.352005
n65536_q32_r300,5,TOSD,D,1,2,165.176,36.026,171.263992
n65536_q32_r300,5,TOSD,D,1,3,165.688,37.126,171.776001
n65536_q32_r300,5,TOSD,D,1,4,163.68,36.558,169.664001
n65536_q32_r300,5,TOSD,D,1,5,165.466,37.194,171.647995
n65536_q32_r300,5,TOSD,D,1,6,164.794,39.065,171.039993
n65536_q32_r300,5,TOSD,D,1,7,163.273,36.483,169.311996
n65536_q32_r300,5,TOSD,D,1,8,165.094,36.924,171.327988
n65536_q32_r300,5,TOSD,D,1,9,164.086,37.149,170.048004
n65536_q32_r300,5,TOSD,D,1,10,163.574,37.207,169.76001
n65536_q32_r300,5,TOSD,D,1,11,164.202,36.526,170.528
n65536_q32_r300,5,TOSD,D,1,12,166.394,36.084,172.479996
n65536_q32_r300,5,TOSD,D,1,13,163.262,37.324,169.472
n65536_q32_r300,5,TOSD,D,1,14,163.072,36.945,169.152008
n65536_q32_r300,5,TOSD,D,1,15,152.958,30.834,157.631989
n65536_q32_r300,5,TOSD,D,1,16,147.658,22.373,151.328003
n65536_q32_r300,5,TOSD,D,1,17,145.932,19.902,149.12001
n65536_q32_r300,5,TOSD,D,1,18,153.197,19.481,156.608002
n65536_q32_r300,5,TOSD,D,1,19,153.095,19.704,156.287994
n65536_q32_r300,5,TOSD,D,16,0,151.481688,21.159313,154.938002
n65536_q32_r300,5,TOSD,D,16,1,151.671125,20.8015,155.5
n65536_q32_r300,5,TOSD,D,16,2,152.294312,20.942062,155.738001
n65536_q32_r300,5,TOSD,D,16,3,150.69725,21.147312,154.112
n65536_q32_r300,5,TOSD,D,16,4,149.317125,21.0085,152.48
n65536_q32_r500,0,OSTD,O,1,0,181260.141,2260.817,181278.140625
n65536_q32_r500,0,OSTD,O,1,1,181046.846,2327.475,181054.390625
n65536_q32_r500,0,OSTD,O,1,2,181206.985,2258.704,181213.796875
n65536_q32_r500,0,OSTD,O,1,3,181386.176,2340.213,181393.40625
n65536_q32_r500,0,OSTD,O,1,4,181247.347,2367.049,181254.828125
n65536_q32_r500,0,OSTD,O,1,5,180958.115,2328.972,180966.140625
n65536_q32_r500,0,OSTD,O,1,6,181470.573,2523.211,181476.671875
n65536_q32_r500,0,OSTD,O,1,7,181289.698,2521.214,181298.234375
n65536_q32_r500,0,OSTD,O,1,8,181206.105,2278.916,181212.796875
n65536_q32_r500,0,OSTD,O,1,9,181292.26,2373.503,181299.21875
n65536_q32_r500,0,OSTD,O,1,10,181436.634,2531.805,181443.6875
n65536_q32_r500,0,OSTD,O,1,11,181145.651,2371.921,181152.578125
n65536_q32_r500,0,OSTD,O,1,12,181363.971,2484.942,181372.734375
n65536_q32_r500,0,OSTD,O,1,13,181374.258,2557.682,181381.703125
n65536_q32_r500,0,OSTD,O,1,14,181237.172,2507.809,181244.328125
n65536_q32_r500,0,OSTD,O,1,15,181220.337,2409.838,181229.046875
n65536_q32_r500,0,OSTD,O,1,16,181444.555,2332.944,181451.640625
n65536_q32_r500,0,OSTD,O,1,17,181254.434,2491.496,181263.484375
n65536_q32_r500,0,OSTD,O,1,18,181170.971,2450.727,181178.328125
n65536_q32_r500,0,OSTD,O,1,19,181386.343,2413.332,181393.25
n65536_q32_r500,0,OSTD,O,16,0,181196.077375,2299.351937,181202.685547
n65536_q32_r500,0,OSTD,O,16,1,181281.206625,2344.971125,181288.793945
n65536_q32_r500,0,OSTD,O,16,2,181289.2015,2410.190312,181297.301758
n65536_q32_r500,0,OSTD,O,16,3,181278.100562,2380.57425,181286.663086
n65536_q32_r500,0,OSTD,O,16,4,181327.065437,2390.670125,181334.592773
n65536_q32_r500,0,OSTD,S,1,0,175963.4,2263.373,175974.1875
n65536_q32_r500,0,OSTD,S,1,1,177038.646,2294.778,177046.140625
n65536_q32_r500,0,OSTD,S,1,2,174964.745,2225.665,174972.96875
n65536_q32_r500,0,OSTD,S,1,3,175985.217,2245.07,175992.96875
n65536_q32_r500,0,OSTD,S,1,4,175970.089,2263.245,175977.015625
n65536_q32_r500,0,OSTD,S,1,5,175923.62,2242.962,175930.46875
n65536_q32_r500,0,OSTD,S,1,6,175932.731,2435.711,175943.59375
n65536_q32_r500,0,OSTD,S,1,7,176099.246,2635.18,176107.9375
n65536_q32_r500,0,OSTD,S,1,8,176113.006,2284.574,176122.5625
n65536_q32_r500,0,OSTD,S,1,9,176869.437,2302.88,176877.5
n65536_q32_r500,0,OSTD,S,1,10,175009.279,2240.285,175016.484375
n65536_q32_r500,0,OSTD,S,1,11,175970.683,2205.53,175978.390625
n65536_q32_r500,0,OSTD,S,1,12,175917.639,2276.183,175924.828125
n65536_q32_r500,0,OSTD,S,1,13,176034.562,2394.572,176042.8125
n65536_q32_r500,0,OSTD,S,1,14,176012.333,2213.999,176051.265625
n65536_q32_r500,0,OSTD,S,1,15,176031.808,2334.921,176038.875
n65536_q32_r500,0,OSTD,S,1,16,175827.875,2304.168,175834.5625
n65536_q32_r500,0,OSTD,S,1,17,176943.195,2268.892,176949.515625
n65536_q32_r500,0,OSTD,S,1,18,175025.495,2286.366,175032.0
n65536_q32_r500,0,OSTD,S,1,19,176020.296,2413.158,176028.703125
n65536_q32_r500,0,OSTD,S,16,0,175961.959625,2298.745438,175969.506836
n65536_q32_r500,0,OSTD,S,16,1,175974.17825,2294.96825,175982.59082
n65536_q32_r500,0,OSTD,S,16,2,175980.968,2326.873937,175990.935547
n65536_q32_r500,0,OSTD,S,16,3,175973.865688,2299.302625,175981.172852
n65536_q32_r500,0,OSTD,S,16,4,175978.599625,2406.201188,175987.594727
n65536_q32_r500,0,OSTD,T,1,0,174959.507,2225.781,174969.640625
n65536_q32_r500,0,OSTD,T,1,1,175999.132,2120.731,176005.515625
n65536_q32_r500,0,OSTD,T,1,2,175908.663,2200.613,175915.15625
n65536_q32_r500,0,OSTD,T,1,3,176112.483,2731.01,176121.3125
n65536_q32_r500,0,OSTD,T,1,4,175897.161,2306.377,175904.390625
n65536_q32_r500,0,OSTD,T,1,5,178938.839,2295.25,178946.015625
n65536_q32_r500,0,OSTD,T,1,6,174027.585,2451.937,174037.5625
n65536_q32_r500,0,OSTD,T,1,7,174908.277,2520.436,174916.9375
n65536_q32_r500,0,OSTD,T,1,8,177003.439,2361.77,177010.5625
n65536_q32_r500,0,OSTD,T,1,9,176015.114,2415.05,176024.671875
n65536_q32_r500,0,OSTD,T,1,10,175904.572,2399.242,175913.0625
n65536_q32_r500,0,OSTD,T,1,11,174966.648,2299.155,174974.109375
n65536_q32_r500,0,OSTD,T,1,12,176125.346,2491.751,176181.21875
n65536_q32_r500,0,OSTD,T,1,13,175550.146,2596.046,175559.53125
n65536_q32_r500,0,OSTD,T,1,14,176146.48,2344.042,176155.328125
n65536_q32_r500,0,OSTD,T,1,15,175977.691,2337.395,175987.9375
n65536_q32_r500,0,OSTD,T,1,16,176018.487,2452.526,176025.703125
n65536_q32_r500,0,OSTD,T,1,17,175875.603,2336.281,175882.3125
n65536_q32_r500,0,OSTD,T,1,18,175908.762,2196.628,175914.375
n65536_q32_r500,0,OSTD,T,1,19,176026.823,2186.876,176035.203125
n65536_q32_r500,0,OSTD,T,16,0,176041.919813,2286.626687,176049.289062
n65536_q32_r500,0,OSTD,T,16,1,175976.580813,2339.367812,175984.662109
n65536_q32_r500,0,OSTD,T,16,2,175921.976875,2377.29525,175930.678711
n65536_q32_r500,0,OSTD,T,16,3,176038.294375,2378.658688,176046.391602
n65536_q32_r500,0,OSTD,T,16,4,175903.299062,2339.969625,175912.069336
n65536_q32_r500,0,OSTD,D,1,0,157.151,34.494,164.256012
n65536_q32_r500,0,OSTD,D,1,1,157.535,35.692,163.231995
n65536_q32_r500,0,OSTD,D,1,2,157.109,34.848,162.783997
n65536_q32_r500,0,OSTD,D,1,3,154.528,30.376,158.399994
n65536_q32_r500,0,OSTD,D,1,4,155.215,20.101,157.951996
n65536_q32_r500,0,OSTD,D,1,5,154.021,18.877,156.544006
n65536_q32_r500,0,OSTD,D,1,6,154.326,18.456,157.056
n65536_q32_r500,0,OSTD,D,1,7,152.663,18.503,155.296005
n65536_q32_r500,0,OSTD,D,1,8,146.361,18.714,148.992004
n65536_q32_r500,0,OSTD,D,1,9,153.884,18.279,156.544006
n65536_q32_r500,0,OSTD,D,1,10,153.25,19.245,156.031998
n65536_q32_r500,0,OSTD,D,1,11,153.627,18.143,156.287994
n65536_q32_r500,0,OSTD,D,1,12,154.805,18.886,157.408005
n65536_q32_r500,0,OSTD,D,1,13,153.315,18.189,155.968002
n65536_q32_r500,0,OSTD,D,1,14,155.22,18.874,157.951996
n65536_q32_r500,0,OSTD,D,1,15,155.316,18.395,157.984009
n65536_q32_r500,0,OSTD,D,1,16,154.13,19.139,156.992004
n65536_q32_r500,0,OSTD,D,1,17,153.225,17.892,155.872009
n65536_q32_r500,0,OSTD,D,1,18,153.319,18.331,155.872009
n65536_q32_r500,0,OSTD,D,1,19,153.064,18.574,155.807999
n65536_q32_r500,0,OSTD,D,16,0,151.38675,18.137562,154.063998
n65536_q32_r500,0,OSTD,D,16,1,150.068562,17.577188,153.121996
n65536_q32_r500,0,OSTD,D,16,2,150.005688,18.17325,152.826001
n65536_q32_r500,0,OSTD,D,16,3,149.66575,17.817687,152.714
n65536_q32_r500,0,OSTD,D,16,4,149.131875,17.797812,152.007999
n65536_q32_r500,1,TDOS,T,1,0,175939.943,2132.998,175956.640625
n65536_q32_r500,1,TDOS,T,1,1,175106.511,2164.843,175113.046875
n65536_q32_r500,1,TDOS,T,1,2,175883.039,2124.121,175890.5625
n65536_q32_r500,1,TDOS,T,1,3,176066.623,2730.059,176076.734375
n65536_q32_r500,1,TDOS,T,1,4,175784.966,2226.557,175793.40625
n65536_q32_r500,1,TDOS,T,1,5,176071.25,2554.194,176080.0625
n65536_q32_r500,1,TDOS,T,1,6,175851.04,2174.583,175858.40625
n65536_q32_r500,1,TDOS,T,1,7,176036.171,2122.983,176043.90625
n65536_q32_r500,1,TDOS,T,1,8,175871.045,2073.626,175878.015625
n65536_q32_r500,1,TDOS,T,1,9,175965.867,2176.729,175973.046875
n65536_q32_r500,1,TDOS,T,1,10,176278.294,3532.937,176284.21875
n65536_q32_r500,1,TDOS,T,1,11,176784.039,2171.875,176790.75
n65536_q32_r500,1,TDOS,T,1,12,175852.348,2117.32,175859.484375
n65536_q32_r500,1,TDOS,T,1,13,176042.715,2169.712,176049.40625
n65536_q32_r500,1,TDOS,T,1,14,174840.722,2079.332,174846.96875
n65536_q32_r500,1,TDOS,T,1,15,175990.874,2145.413,175997.5
n65536_q32_r500,1,TDOS,T,1,16,176131.054,2184.517,176139.125
n65536_q32_r500,1,TDOS,T,1,17,175965.777,2207.138,175974.359375
n65536_q32_r500,1,TDOS,T,1,18,175847.839,2138.889,175854.015625
n65536_q32_r500,1,TDOS,T,1,19,175980.378,2078.631,175986.9375
n65536_q32_r500,1,TDOS,T,16,0,175975.11275,2193.253,175982.036133
n65536_q32_r500,1,TDOS,T,16,1,175978.239062,2134.099063,175984.676758
n65536_q32_r500,1,TDOS,T,16,2,175980.886625,2237.484687,175987.811523
n65536_q32_r500,1,TDOS,T,16,3,175973.355875,2283.331937,175983.974609
n65536_q32_r500,1,TDOS,T,16,4,176048.202312,2164.409438,176056.325195
n65536_q32_r500,1,TDOS,D,1,0,161.79,34.3,169.472
n65536_q32_r500,1,TDOS,D,1,1,161.238,33.77,167.487991
