q,radius,pair,order,variant,sample,stage,calls,wall_s,thread_cpu_s,wall_fraction
32,500,5,BA,A,4,stage.cleanup,1,0.000597948,0.000597617,0.04764573731975316
32,500,5,BA,A,4,stage.delivery,1,2.4246e-05,2.3959e-05,0.0019319715879219186
32,500,5,BA,A,4,stage.leaf_distance,1,0.001144522,0.001144253,0.091197887723813
32,500,5,BA,A,4,stage.node_distance_prune,4,0.000337427,0.000336351,0.02688688348584217
32,500,5,BA,A,4,stage.schedule,10,0.000124669,0.000121921,0.009933884595176015
32,500,5,BA,A,5,stage.aggregate,1,0.009572063,0.009549602,0.726487466086533
32,500,5,BA,A,5,stage.alloc_init,1,0.000964389,0.000675146,0.0731938894396877
32,500,5,BA,A,5,stage.candidates,1,8.1295e-05,8.1011e-05,0.006170017743876602
32,500,5,BA,A,5,stage.cleanup,1,0.000921184,0.000920898,0.0699147748985205
32,500,5,BA,A,5,stage.delivery,1,2.1753e-05,2.1426e-05,0.001650979715635005
32,500,5,BA,A,5,stage.leaf_distance,1,0.001146383,0.001146046,0.08700662342430027
32,500,5,BA,A,5,stage.node_distance_prune,4,0.000341031,0.000339923,0.025883108693178933
32,500,5,BA,A,5,stage.schedule,10,0.000124123,0.000121376,0.009420519249931673
32,500,5,BA,A,6,stage.aggregate,1,0.009575481,0.009575116,0.6400527497290189
32,500,5,BA,A,6,stage.alloc_init,1,0.00345966,0.001926849,0.23125364627923103
32,500,5,BA,A,6,stage.candidates,1,8.2288e-05,8.2004e-05,0.005500367101109752
32,500,5,BA,A,6,stage.cleanup,1,0.000198697,0.000198417,0.013281480190176023
32,500,5,BA,A,6,stage.delivery,1,2.6113e-05,2.5833e-05,0.001745468186263841
32,500,5,BA,A,6,stage.leaf_distance,1,0.001147365,0.001147041,0.0766931836837059
32,500,5,BA,A,6,stage.node_distance_prune,4,0.00034138,0.000340211,0.02281882316956114
32,500,5,BA,A,6,stage.schedule,10,0.00012532,0.000122535,0.008376750013502262
32,500,5,BA,A,7,stage.aggregate,1,0.00964735,0.009637952,0.7870493914110712
32,500,5,BA,A,7,stage.alloc_init,1,0.000650372,0.00065004,0.05305860021568629
32,500,5,BA,A,7,stage.candidates,1,8.4025e-05,8.3709e-05,0.006854921311377243
32,500,5,BA,A,7,stage.cleanup,1,0.000238161,0.000237738,0.019429633019207568
32,500,5,BA,A,7,stage.delivery,1,2.0984e-05,2.0698e-05,0.0017119151299963117
32,500,5,BA,A,7,stage.leaf_distance,1,0.001146777,0.001146363,0.0935562760689945
32,500,5,BA,A,7,stage.node_distance_prune,4,0.000343179,0.000342021,0.027997203697912896
32,500,5,BA,A,7,stage.schedule,10,0.000122431,0.000119718,0.009988156751838468
128,300,0,AB,A,0,stage.aggregate,1,0.014228215,0.014228163,0.7174848331000585
128,300,0,AB,A,0,stage.alloc_init,1,0.000660779,0.000660452,0.03332103925411751
128,300,0,AB,A,0,stage.candidates,1,0.000105902,0.000105624,0.005340309996367245
128,300,0,AB,A,0,stage.cleanup,1,0.000252727,0.000252372,0.012744240188588553
128,300,0,AB,A,0,stage.delivery,1,2.36e-05,2.3311e-05,0.0011900749363965458
128,300,0,AB,A,0,stage.leaf_distance,1,0.003688557,0.003688188,0.18600251004957769
128,300,0,AB,A,0,stage.node_distance_prune,4,0.000738354,0.000737206,0.0372329063384803
128,300,0,AB,A,0,stage.schedule,10,0.00012653,0.00012386,0.006380516173824361
128,300,0,AB,A,1,stage.aggregate,1,0.01261584,0.012615762,0.693696121504374
128,300,0,AB,A,1,stage.alloc_init,1,0.00065137,0.000651029,0.03581631050047433
128,300,0,AB,A,1,stage.candidates,1,0.000103944,0.000103653,0.0057154774992113615
128,300,0,AB,A,1,stage.cleanup,1,0.000231361,0.000231082,0.012721644247816513
128,300,0,AB,A,1,stage.delivery,1,2.3323e-05,2.3044e-05,0.0012824413310446642
128,300,0,AB,A,1,stage.leaf_distance,1,0.003691466,0.003691194,0.20297940104386752
128,300,0,AB,A,1,stage.node_distance_prune,4,0.000744962,0.000743843,0.04096257166135124
128,300,0,AB,A,1,stage.schedule,10,0.000120389,0.000117713,0.006619724280887368
128,300,0,AB,A,2,stage.aggregate,1,0.012169355,0.012169321,0.6109039739577461
128,300,0,AB,A,2,stage.alloc_init,1,0.000657401,0.000657077,0.03300165730918329
128,300,0,AB,A,2,stage.candidates,1,0.000103638,0.000103355,0.0052026476385176445
128,300,0,AB,A,2,stage.cleanup,1,0.002424362,0.002423961,0.12170344115297392
128,300,0,AB,A,2,stage.delivery,1,2.3229e-05,2.2949e-05,0.001166100291351882
128,300,0,AB,A,2,stage.leaf_distance,1,0.003687189,0.003686971,0.18509760072191894
128,300,0,AB,A,2,stage.node_distance_prune,4,0.000728486,0.000727348,0.03657013805354373
128,300,0,AB,A,2,stage.schedule,10,0.000123188,0.000120391,0.006184061418530958
128,300,0,AB,A,3,stage.aggregate,1,0.013156233,0.013142962,0.6782488127891663
128,300,0,AB,A,3,stage.alloc_init,1,0.001387106,0.000385797,0.07151005897453544
128,300,0,AB,A,3,stage.candidates,1,0.000105391,0.000105113,0.0054332665458770016
128,300,0,AB,A,3,stage.cleanup,1,0.000180175,0.000179904,0.009288637548779202
128,300,0,AB,A,3,stage.delivery,1,2.1792e-05,2.1509e-05,0.001123452140768677
128,300,0,AB,A,3,stage.leaf_distance,1,0.003678802,0.00367852,0.18965482665033453
128,300,0,AB,A,3,stage.node_distance_prune,4,0.000739124,0.000737827,0.03810437041545097
128,300,0,AB,A,3,stage.schedule,10,0.000125085,0.00012234,0.006448559610318005
128,300,0,AB,A,4,stage.aggregate,1,0.012914275,0.012914179,0.5202581527699853
128,300,0,AB,A,4,stage.alloc_init,1,0.000654057,0.000653668,0.026349019718588794
128,300,0,AB,A,4,stage.candidates,1,0.000105219,0.000104948,0.004238801061329814
128,300,0,AB,A,4,stage.cleanup,1,0.0002236,0.000223323,0.0090078400033582
128,300,0,AB,A,4,stage.delivery,1,2.6901e-05,2.6627e-05,0.001083720500582911
128,300,0,AB,A,4,stage.leaf_distance,1,0.003682325,0.003682132,0.14834434007319314
128,300,0,AB,A,4,stage.node_distance_prune,4,0.001672515,0.001671104,0.06737811951349124
128,300,0,AB,A,4,stage.schedule,10,0.005539527,0.001801312,0.2231626695450932
128,300,0,AB,A,5,stage.aggregate,1,0.014288321,0.014280444,0.7207351676559401
128,300,0,AB,A,5,stage.alloc_init,1,0.000653861,0.000653525,0.03298222495552002
128,300,0,AB,A,5,stage.candidates,1,0.000103122,0.000102766,0.005201706481749386
128,300,0,AB,A,5,stage.cleanup,1,0.000226034,0.000225754,0.011401665240159623
128,300,0,AB,A,5,stage.delivery,1,2.395e-05,2.3657e-05,0.001208092068015533
128,300,0,AB,A,5,stage.leaf_distance,1,0.003665106,0.003664849,0.18487622075307467
128,300,0,AB,A,5,stage.node_distance_prune,4,0.000740917,0.000739865,0.03737352612767702
128,300,0,AB,A,5,stage.schedule,10,0.000119792,0.000117037,0.006042578914894226
128,300,0,AB,A,6,stage.aggregate,1,0.012930794,0.012908692,0.6411837637843566
128,300,0,AB,A,6,stage.alloc_init,1,0.000657546,0.000657252,0.03260494437861654
128,300,0,AB,A,6,stage.candidates,1,0.000517735,0.000517389,0.02567230410931408
128,300,0,AB,A,6,stage.cleanup,1,0.000228935,0.000228642,0.011351925099260855
128,300,0,AB,A,6,stage.delivery,1,2.3967e-05,2.3679e-05,0.0011884228661147701
128,300,0,AB,A,6,stage.leaf_distance,1,0.00369684,0.003696567,0.1833107684886605
128,300,0,AB,A,6,stage.node_distance_prune,4,0.001458319,0.001456988,0.07231191411898133
128,300,0,AB,A,6,stage.schedule,10,0.000648769,0.000210607,0.032169729812926665
128,300,0,AB,A,7,stage.aggregate,1,0.01428706,0.014287022,0.6273476863780587
128,300,0,AB,A,7,stage.alloc_init,1,0.000657105,0.00065675,0.028853613091668562
128,300,0,AB,A,7,stage.candidates,1,0.000104963,0.000104638,0.004608946501610561
128,300,0,AB,A,7,stage.cleanup,1,0.000224609,0.000224336,0.00986262649486244
128,300,0,AB,A,7,stage.delivery,1,2.3609e-05,2.332e-05,0.0010366759520642867
128,300,0,AB,A,7,stage.leaf_distance,1,0.003687049,0.003686652,0.16189906528792733
128,300,0,AB,A,7,stage.node_distance_prune,4,0.002052605,0.002051444,0.09013029957164281
128,300,0,AB,A,7,stage.schedule,10,0.001732237,0.000193612,0.0760628760716669
128,300,0,AB,B,0,stage.aggregate,1,0.000116114,0.000115807,0.018760956709586
128,300,0,AB,B,0,stage.alloc_init,1,0.000662206,0.000661752,0.10699500576009875
128,300,0,AB,B,0,stage.candidates,1,0.000115767,0.000115483,0.018704890671225195
128,300,0,AB,B,0,stage.cleanup,1,0.000232566,0.000232291,0.03757652529515457
128,300,0,AB,B,0,stage.delivery,1,2.449e-05,2.417e-05,0.003956937404772561
128,300,0,AB,B,0,stage.leaf_distance,1,0.004048184,0.004046957,0.6540796525521357
128,300,0,AB,B,0,stage.node_distance_prune,4,0.0008488,0.000847536,0.13714366962723357
128,300,0,AB,B,0,stage.schedule,10,0.000134143,0.000131444,0.02167396710038406
128,300,0,AB,B,1,stage.aggregate,1,0.000103779,0.000103507,0.016841558967608007
128,300,0,AB,B,1,stage.alloc_init,1,0.000654051,0.000653734,0.10614130492992786
128,300,0,AB,B,1,stage.candidates,1,0.000122008,0.000121729,0.019799814283428415
128,300,0,AB,B,1,stage.cleanup,1,0.000235679,0.000235364,0.03824667587784511
128,300,0,AB,B,1,stage.delivery,1,2.4297e-05,2.4007e-05,0.0039429880634422355
128,300,0,AB,B,1,stage.leaf_distance,1,0.004032364,0.004032008,0.6543837971541419
128,300,0,AB,B,1,stage.node_distance_prune,4,0.000846863,0.00084566,0.137431398953405
128,300,0,AB,B,1,stage.schedule,10,0.000137993,0.000135329,0.02239390673081386
128,300,0,AB,B,2,stage.aggregate,1,0.000117429,0.000117149,0.019055731226707524
128,300,0,AB,B,2,stage.alloc_init,1,0.000655464,0.000655168,0.10636508709758766
128,300,0,AB,B,2,stage.candidates,1,0.000113245,0.000112971,0.018376774755541593
128,300,0,AB,B,2,stage.cleanup,1,0.000274362,0.00027388,0.044521953953639476
128,300,0,AB,B,2,stage.delivery,1,2.1116e-05,2.0837e-05,0.0034265881561041656
128,300,0,AB,B,2,stage.leaf_distance,1,0.003998799,0.003998432,0.6489030731218594
128,300,0,AB,B,2,stage.node_distance_prune,4,0.000844895,0.000843669,0.13710490623942173
128,300,0,AB,B,2,stage.schedule,10,0.000132424,0.000129767,0.021489037222198238
128,300,0,AB,B,3,stage.aggregate,1,0.000108553,0.00010827,0.017421508283774485
128,300,0,AB,B,3,stage.alloc_init,1,0.000662449,0.000662133,0.10631544721083823
128,300,0,AB,B,3,stage.candidates,1,0.000118544,0.00011825,0.019024948900461178
128,300,0,AB,B,3,stage.cleanup,1,0.000234375,0.000234106,0.03761449249684158
128,300,0,AB,B,3,stage.delivery,1,2.1902e-05,2.1626e-05,0.0035150191559075177
128,300,0,AB,B,3,stage.leaf_distance,1,0.00409616,0.004095797,0.6573865795663472
128,300,0,AB,B,3,stage.node_distance_prune,4,0.000851504,0.000850253,0.13665660082786388
128,300,0,AB,B,3,stage.schedule,10,0.000133409,0.000130803,0.02141061047258086
128,300,0,AB,B,4,stage.aggregate,1,0.000117324,0.000117046,0.019164782433556894
128,300,0,AB,B,4,stage.alloc_init,1,0.000665734,0.000665304,0.1087471213785889
128,300,0,AB,B,4,stage.candidates,1,0.000115714,0.00011542,0.018901790209305873
128,300,0,AB,B,4,stage.cleanup,1,0.00023449,0.000234178,0.038303755692311516
128,300,0,AB,B,4,stage.delivery,1,2.3591e-05,2.3299e-05,0.003853571156711676
128,300,0,AB,B,4,stage.leaf_distance,1,0.003983517,0.003983162,0.6507043454482906
128,300,0,AB,B,4,stage.node_distance_prune,4,0.000847569,0.000846344,0.13844972454423118
128,300,0,AB,B,4,stage.schedule,10,0.000130002,0.000127352,0.021235723687627963
128,300,0,AB,B,5,stage.aggregate,1,0.000103725,0.00010346,0.01683495945489302
128,300,0,AB,B,5,stage.alloc_init,1,0.000660117,0.000659673,0.10713948354288373
128,300,0,AB,B,5,stage.candidates,1,0.000115107,0.000114831,0.018682301065069854
128,300,0,AB,B,5,stage.cleanup,1,0.000232916,0.000232632,0.0378031469404277
128,300,0,AB,B,5,stage.delivery,1,2.0664e-05,2.037e-05,0.003353845284896692
128,300,0,AB,B,5,stage.leaf_distance,1,0.004046596,0.004046326,0.6567778220326081
128,300,0,AB,B,5,stage.node_distance_prune,4,0.000850472,0.000849218,0.13803481935427117
128,300,0,AB,B,5,stage.schedule,10,0.000127894,0.000125144,0.020757679484445294
128,300,0,AB,B,6,stage.aggregate,1,0.000118276,0.000118006,0.01888202438494451
128,300,0,AB,B,6,stage.alloc_init,1,0.000663593,0.000663149,0.10593847617165343
128,300,0,AB,B,6,stage.candidates,1,0.000112912,0.000112618,0.0180256953004232
128,300,0,AB,B,6,stage.cleanup,1,0.000310277,0.000310008,0.04953378436950377
128,300,0,AB,B,6,stage.delivery,1,2.3784e-05,2.3506e-05,0.003796966992217527
128,300,0,AB,B,6,stage.leaf_distance,1,0.004057578,0.004057211,0.6477669750398591
128,300,0,AB,B,6,stage.node_distance_prune,4,0.000845247,0.000843999,0.13493840225659637
128,300,0,AB,B,6,stage.schedule,10,0.000128477,0.000125776,0.020510550296801683
128,300,0,AB,B,7,stage.aggregate,1,0.000108001,0.000107727,0.014694065584449688
128,300,0,AB,B,7,stage.alloc_init,1,0.000910884,0.000870662,0.12393023431103295
128,300,0,AB,B,7,stage.candidates,1,0.000114519,0.000114233,0.015580871442538438
128,300,0,AB,B,7,stage.cleanup,1,0.001153629,0.001153335,0.15695688175223477
128,300,0,AB,B,7,stage.delivery,1,2.3809e-05,2.3539e-05,0.003239331186749776
128,300,0,AB,B,7,stage.leaf_distance,1,0.004061559,0.004061203,0.5525950159823695
128,300,0,AB,B,7,stage.node_distance_prune,4,0.000844188,0.000842925,0.11485591649711958
128,300,0,AB,B,7,stage.schedule,10,0.000129376,0.000126726,0.01760223913717246
128,300,1,BA,B,0,stage.aggregate,1,0.000116876,0.000116606,0.019091779750292276
128,300,1,BA,B,0,stage.alloc_init,1,0.000639739,0.000639285,0.10450183173339461
128,300,1,BA,B,0,stage.candidates,1,0.000115196,0.000114872,0.018817350526324213
128,300,1,BA,B,0,stage.cleanup,1,0.000231126,0.000230856,0.03775460048740591
128,300,1,BA,B,0,stage.delivery,1,1.8326e-05,1.8029e-05,0.002993565451451592
128,300,1,BA,B,0,stage.leaf_distance,1,0.004015391,0.004015035,0.6559170452728178
128,300,1,BA,B,0,stage.node_distance_prune,4,0.000848412,0.000846389,0.1385887183126131
128,300,1,BA,B,0,stage.schedule,10,0.000130644,0.000127931,0.02134079258100195
128,300,1,BA,B,1,stage.aggregate,1,0.000104857,0.000104575,0.017252539252870954
128,300,1,BA,B,1,stage.alloc_init,1,0.000628669,0.000628394,0.1034374109459848
128,300,1,BA,B,1,stage.candidates,1,0.000115102,0.000114815,0.01893818984983313
128,300,1,BA,B,1,stage.cleanup,1,0.000229587,0.000229304,0.03777486223570085
128,300,1,BA,B,1,stage.delivery,1,1.9666e-05,1.9386e-05,0.003235725196667463
128,300,1,BA,B,1,stage.leaf_distance,1,0.004003905,0.00400361,0.6587784141952018
128,300,1,BA,B,1,stage.node_distance_prune,4,0.000843491,0.000841876,0.13878292900753764
128,300,1,BA,B,1,stage.schedule,10,0.000128503,0.000125765,0.02114310967900737
128,300,1,BA,B,2,stage.aggregate,1,0.000116496,0.000116193,0.019234093560154836
128,300,1,BA,B,2,stage.alloc_init,1,0.000637478,0.000636988,0.10525092273159925
128,300,1,BA,B,2,stage.candidates,1,0.00011533,0.000115035,0.019041580915161525
128,300,1,BA,B,2,stage.cleanup,1,0.000231733,0.000231415,0.03826031969316853
128,300,1,BA,B,2,stage.delivery,1,1.9974e-05,1.9685e-05,0.0032978109529128267
128,300,1,BA,B,2,stage.leaf_distance,1,0.003966285,0.003934279,0.6548542162498174
128,300,1,BA,B,2,stage.node_distance_prune,4,0.000836713,0.000835444,0.1381456541426129
128,300,1,BA,B,2,stage.schedule,10,0.000129225,0.000126453,0.02133571745219586
128,300,1,BA,B,3,stage.aggregate,1,0.000103523,0.000103226,0.016960479231059845
128,300,1,BA,B,3,stage.alloc_init,1,0.00063702,0.000636578,0.10436487041304582
128,300,1,BA,B,3,stage.candidates,1,0.000114674,0.00011437,0.018787380537103413
128,300,1,BA,B,3,stage.cleanup,1,0.000230415,0.000230075,0.03774957083956854
128,300,1,BA,B,3,stage.delivery,1,1.9354e-05,1.9063e-05,0.003170823054180542
128,300,1,BA,B,3,stage.leaf_distance,1,0.004022839,0.004022529,0.6590736098200165
128,300,1,BA,B,3,stage.node_distance_prune,4,0.000844023,0.000842711,0.13827878405800473
128,300,1,BA,B,3,stage.schedule,10,0.00012817,0.000125446,0.02099847012784541
128,300,1,BA,B,4,stage.aggregate,1,0.000121344,0.000121065,0.019056527265765875
128,300,1,BA,B,4,stage.alloc_init,1,0.00063753,0.000637045,0.10012120770490274
128,300,1,BA,B,4,stage.candidates,1,0.000113961,0.000113684,0.01789706045403106
128,300,1,BA,B,4,stage.cleanup,1,0.000474289,0.000430949,0.07448494577690558
128,300,1,BA,B,4,stage.delivery,1,2.6253e-05,2.5982e-05,0.00412291510340974
128,300,1,BA,B,4,stage.leaf_distance,1,0.004027258,0.00402704,0.632462683637211
128,300,1,BA,B,4,stage.node_distance_prune,4,0.000835823,0.000834567,0.13126222795403342
128,300,1,BA,B,4,stage.schedule,10,0.000127607,0.000124857,0.020040103134910555
128,300,1,BA,B,5,stage.aggregate,1,0.0001054,0.000105051,0.016784003411579592
128,300,1,BA,B,5,stage.alloc_init,1,0.000631539,0.000631254,0.1005669139520452
128,300,1,BA,B,5,stage.candidates,1,0.000115832,0.000115547,0.018445205722676352
128,300,1,BA,B,5,stage.cleanup,1,0.000462942,0.000462643,0.07371935585733852
128,300,1,BA,B,5,stage.delivery,1,2.0059e-05,1.9777e-05,0.003194215601829934
128,300,1,BA,B,5,stage.leaf_distance,1,0.003958174,0.003957903,0.6303036614765242
128,300,1,BA,B,5,stage.node_distance_prune,4,0.000854465,0.000853201,0.13606587737263146
128,300,1,BA,B,5,stage.schedule,10,0.000127849,0.00012509,0.020358805049023144
128,300,1,BA,B,6,stage.aggregate,1,0.000116394,0.000116122,0.018390266307627186
128,300,1,BA,B,6,stage.alloc_init,1,0.000834835,0.000834444,0.13190403262133737
128,300,1,BA,B,6,stage.candidates,1,0.000115552,0.000115273,0.018257230204125098
128,300,1,BA,B,6,stage.cleanup,1,0.000262154,0.000254108,0.04142036422504337
128,300,1,BA,B,6,stage.delivery,1,2.0018e-05,1.9737e-05,0.0031628464606945463
128,300,1,BA,B,6,stage.leaf_distance,1,0.003997088,0.00399684,0.6315403953384275
128,300,1,BA,B,6,stage.node_distance_prune,4,0.000852336,0.000851098,0.13466919277263198
128,300,1,BA,B,6,stage.schedule,10,0.000127582,0.000124814,0.020157971682901968
128,300,1,BA,B,7,stage.aggregate,1,0.000105491,0.0001052,0.014141387059996098
128,300,1,BA,B,7,stage.alloc_init,1,0.000636851,0.000584169,0.08537179940038084
128,300,1,BA,B,7,stage.candidates,1,0.000106094,0.000105812,0.014222221030639828
128,300,1,BA,B,7,stage.cleanup,1,0.001644827,0.0016445,0.2204940255920619
128,300,1,BA,B,7,stage.delivery,1,1.9101e-05,1.882e-05,0.0025605467218339523
128,300,1,BA,B,7,stage.leaf_distance,1,0.004006288,0.004006009,0.5370550026240879
128,300,1,BA,B,7,stage.node_distance_prune,4,0.000831969,0.000830678,0.11152795642204448
128,300,1,BA,B,7,stage.schedule,10,0.000105879,0.000103176,0.014193399631488248
128,300,1,BA,A,0,stage.aggregate,1,0.012765755,0.012765596,0.6771688557668962
128,300,1,BA,A,0,stage.alloc_init,1,0.000643638,0.000643351,0.034142250731593514
128,300,1,BA,A,0,stage.candidates,1,0.000120814,0.000120358,0.006408667418466185
128,300,1,BA,A,0,stage.cleanup,1,0.00026179,0.000261349,0.013886842944362928
128,300,1,BA,A,0,stage.delivery,1,2.0048e-05,1.9766e-05,0.001063460893649826
128,300,1,BA,A,0,stage.leaf_distance,1,0.004042381,0.00404203,0.21443107096633468
128,300,1,BA,A,0,stage.node_distance_prune,4,0.000852763,0.000851491,0.045235440046463814
128,300,1,BA,A,0,stage.schedule,10,0.000138169,0.000135468,0.0073292761479799885
128,300,1,BA,A,1,stage.aggregate,1,0.013483776,0.013483735,0.6888074641324016
128,300,1,BA,A,1,stage.alloc_init,1,0.000647976,0.000647676,0.033101314155519715
128,300,1,BA,A,1,stage.candidates,1,0.00011658,0.000116297,0.005955392181578467
128,300,1,BA,A,1,stage.cleanup,1,0.000227846,0.000227579,0.011639323100050844
128,300,1,BA,A,1,stage.delivery,1,2.1695e-05,2.1404e-05,0.0011082710017099404
128,300,1,BA,A,1,stage.leaf_distance,1,0.004074398,0.004074022,0.20813722760198097
128,300,1,BA,A,1,stage.node_distance_prune,4,0.00085633,0.000855244,0.04374490467362402
128,300,1,BA,A,1,stage.schedule,10,0.000142519,0.000139636,0.0072804643877713284
128,300,1,BA,A,2,stage.aggregate,1,0.013014798,0.01301467,0.6825451741524129
128,300,1,BA,A,2,stage.alloc_init,1,0.000634972,0.000634469,0.03330033046397692
128,300,1,BA,A,2,stage.candidates,1,0.000111843,0.000111561,0.005865469438152503
128,300,1,BA,A,2,stage.cleanup,1,0.00022481,0.000224534,0.011789885682528761
128,300,1,BA,A,2,stage.delivery,1,1.9636e-05,1.9348e-05,0.0010297860204712189
128,300,1,BA,A,2,stage.leaf_distance,1,0.004075531,0.004075169,0.21373624209600162
128,300,1,BA,A,2,stage.node_distance_prune,4,0.000853457,0.000852175,0.04475850925205261
128,300,1,BA,A,2,stage.schedule,10,0.000128929,0.000126234,0.006761523825286912
128,300,1,BA,A,3,stage.aggregate,1,0.013877363,0.013877268,0.6940864749006801
128,300,1,BA,A,3,stage.alloc_init,1,0.000639403,0.000638892,0.03198020937485886
128,300,1,BA,A,3,stage.candidates,1,0.000114082,0.000113806,0.005705894789205945
128,300,1,BA,A,3,stage.cleanup,1,0.000228449,0.000228144,0.011426044062159753
128,300,1,BA,A,3,stage.delivery,1,1.98e-05,1.9513e-05,0.0009903115024831061
128,300,1,BA,A,3,stage.leaf_distance,1,0.004128864,0.004128506,0.20650815714082868
128,300,1,BA,A,3,stage.node_distance_prune,4,0.000849486,0.000847966,0.042487664494866864
128,300,1,BA,A,3,stage.schedule,10,0.000132647,0.000129736,0.006634436862114979
128,300,1,BA,A,4,stage.aggregate,1,0.011935758,0.011935566,0.48563554038872137
128,300,1,BA,A,4,stage.alloc_init,1,0.000638898,0.000638403,0.025995129549650164
128,300,1,BA,A,4,stage.candidates,1,0.000111105,0.000110817,0.004520578979138894
128,300,1,BA,A,4,stage.cleanup,1,0.000238248,0.000237959,0.00969370325927621
128,300,1,BA,A,4,stage.delivery,1,2.1601e-05,2.1307e-05,0.0008788895776821857
128,300,1,BA,A,4,stage.leaf_distance,1,0.004084724,0.004084372,0.1661969978847409
128,300,1,BA,A,4,stage.node_distance_prune,4,0.001711415,0.001709933,0.0696331098832905
128,300,1,BA,A,4,stage.schedule,10,0.005830086,0.001858378,0.23721132458639987
128,300,1,BA,A,5,stage.aggregate,1,0.012424071,0.012423868,0.6704508102970166
128,300,1,BA,A,5,stage.alloc_init,1,0.000633959,0.000633488,0.03421087381463663
128,300,1,BA,A,5,stage.candidates,1,0.000116588,0.000116308,0.006291538342859484
128,300,1,BA,A,5,stage.cleanup,1,0.000228946,0.000228642,0.012354809563971484
128,300,1,BA,A,5,stage.delivery,1,2.0808e-05,2.0519e-05,0.0011228799691067703
128,300,1,BA,A,5,stage.leaf_distance,1,0.004112843,0.004112472,0.22194487796909823
128,300,1,BA,A,5,stage.node_distance_prune,4,0.000857033,0.000855794,0.0462488076010901
128,300,1,BA,A,5,stage.schedule,10,0.000132883,0.000130169,0.0071708794182437025
128,300,1,BA,A,6,stage.aggregate,1,0.011834613,0.011834384,0.610554723743199
128,300,1,BA,A,6,stage.alloc_init,1,0.000639104,0.000638599,0.03297175549070962
128,300,1,BA,A,6,stage.candidates,1,0.000517248,0.000516629,0.026685131972352807
128,300,1,BA,A,6,stage.cleanup,1,0.000232253,0.000231963,0.011982070411050127
128,300,1,BA,A,6,stage.delivery,1,2.0227e-05,1.9934e-05,0.0010435229607553443
128,300,1,BA,A,6,stage.leaf_distance,1,0.004071862,0.004071466,0.2100697824703207
128,300,1,BA,A,6,stage.node_distance_prune,4,0.001468315,0.001466885,0.07575124418457918
128,300,1,BA,A,6,stage.schedule,10,0.000595563,0.000229492,0.03072544940309166
128,300,1,BA,A,7,stage.aggregate,1,0.012508682,0.012508474,0.5656988985301494
128,300,1,BA,A,7,stage.alloc_init,1,0.000636968,0.000636655,0.02880655979574445
128,300,1,BA,A,7,stage.candidates,1,0.000115134,0.000114845,0.005206877669715341
128,300,1,BA,A,7,stage.cleanup,1,0.000229356,0.000229084,0.010372510594743792
128,300,1,BA,A,7,stage.delivery,1,1.8457e-05,1.8141e-05,0.0008347086104012372
128,300,1,BA,A,7,stage.leaf_distance,1,0.004088623,0.004088246,0.18490593394292346
128,300,1,BA,A,7,stage.node_distance_prune,4,0.002622502,0.002620614,0.11860134367418679
128,300,1,BA,A,7,stage.schedule,10,0.001887692,0.000235604,0.0853699282757508
128,300,2,AB,A,0,stage.aggregate,1,0.012271413,0.012271179,0.6668921448172959
128,300,2,AB,A,0,stage.alloc_init,1,0.000663651,0.000663242,0.03606623286170413
128,300,2,AB,A,0,stage.candidates,1,0.000125325,0.000124964,0.006810809647530207
128,300,2,AB,A,0,stage.cleanup,1,0.000284516,0.000284165,0.015462073151220463
128,300,2,AB,A,0,stage.delivery,1,2.9472e-05,2.9106e-05,0.001601661136501179
128,300,2,AB,A,0,stage.leaf_distance,1,0.004017257,0.00401661,0.21831855361825858
128,300,2,AB,A,0,stage.node_distance_prune,4,0.000848823,0.000847227,0.04612943847951752
128,300,2,AB,A,0,stage.schedule,10,0.000152747,0.000149279,0.008301063165619762
128,300,2,AB,A,1,stage.aggregate,1,0.012539293,0.012539051,0.6743376813177925
128,300,2,AB,A,1,stage.alloc_init,1,0.000647553,0.000647021,0.03482408366646991
128,300,2,AB,A,1,stage.candidates,1,0.000127372,0.000127009,0.006849807173722623
128,300,2,AB,A,1,stage.cleanup,1,0.000243463,0.000243008,0.013092945105172494
128,300,2,AB,A,1,stage.delivery,1,2.4689e-05,2.4417e-05,0.0013277242197032146
128,300,2,AB,A,1,stage.leaf_distance,1,0.004013789,0.004013347,0.2158534111579386
128,300,2,AB,A,1,stage.node_distance_prune,4,0.000839126,0.000837618,0.04512649007990115
128,300,2,AB,A,1,stage.schedule,10,0.000153319,0.000149878,0.008245184075526636
128,300,2,AB,A,2,stage.aggregate,1,0.011870051,0.011869712,0.66222257902619
128,300,2,AB,A,2,stage.alloc_init,1,0.000656801,0.00065649,0.0366425091288134
128,300,2,AB,A,2,stage.candidates,1,0.000116435,0.000116149,0.006495834431453953
128,300,2,AB,A,2,stage.cleanup,1,0.000229017,0.000228711,0.012776712448905313
128,300,2,AB,A,2,stage.delivery,1,2.4986e-05,2.454e-05,0.0013939530133062093
128,300,2,AB,A,2,stage.leaf_distance,1,0.004039141,0.004038778,0.2253411017417216
128,300,2,AB,A,2,stage.node_distance_prune,4,0.000848139,0.000846938,0.04731713418524434
128,300,2,AB,A,2,stage.schedule,10,0.000136145,0.000133528,0.0075954427678129295
128,300,2,AB,A,3,stage.aggregate,1,0.013070031,0.01306995,0.6757467617356174
